MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Unnamed: 13,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-07-10 08:10:02,1.16.3,FR1_R,0,3.65,,1,Left,Right,,1,,0,,0,0,,,0.47,,
2023-07-10 08:38:10,1.16.3,FR1_R,0,3.65,,1,Right,Right,,1,,1,,0,0,,,0.42,,
2023-07-10 08:41:16,1.16.3,FR1_R,0,3.65,,1,LeftWithPellet,Right,,2,,1,,0,0,,,0.07,,
2023-07-10 08:41:59,1.16.3,FR1_R,0,3.65,,1,RightWithPellet,Right,,2,,2,,0,0,,,0.47,,
2023-07-10 08:46:33,1.16.3,FR1_R,0,3.65,,1,RightWithPellet,Right,,2,,3,,0,0,,,0.17,,
2023-07-10 08:46:37,1.16.3,FR1_R,0,3.65,3.0,1,Pellet,Right,0.0,2,1.0,3,,1,0,Timed_out,,,0.00444444444444444,1.0
2023-07-10 08:48:37,1.16.3,FR1_R,0,3.65,,1,Right,Right,0.0,2,2.0,4,,1,0,,,0.22,0.00444444444444444,1.0
2023-07-10 08:48:37,1.16.3,FR1_R,0,3.65,,1,RightDuringDispense,Right,0.0,2,3.0,5,,1,0,,,0.09,0.00444444444444444,1.0
2023-07-10 08:52:46,1.16.3,FR1_R,0,3.65,3.0,1,Pellet,Right,0.0,2,3.0,5,,2,0,Timed_out,369.0,,0.00888888888888889,1.0
2023-07-10 08:54:05,1.16.3,FR1_R,0,3.65,,1,Left,Right,1.0,3,3.0,5,,2,0,,,0.02,0.00888888888888889,0.75
2023-07-10 08:54:27,1.16.3,FR1_R,0,3.65,,1,Right,Right,1.0,3,4.0,6,,2,0,,,0.02,0.00888888888888889,0.8
2023-07-10 08:55:51,1.16.3,FR1_R,0,3.65,2.0,1,Pellet,Right,1.0,3,4.0,6,,3,0,Timed_out,185.0,,0.0133333333333333,0.8
2023-07-10 08:57:15,1.16.3,FR1_R,0,3.65,,1,Right,Right,1.0,3,5.0,7,,3,0,,,0.31,0.0133333333333333,0.833333333333333
2023-07-10 08:58:02,1.16.3,FR1_R,0,3.65,1.0,1,Pellet,Right,1.0,3,5.0,7,,4,0,46.08,131.0,,0.0177777777777778,0.833333333333333
2023-07-10 09:03:44,1.16.3,FR1_R,0,3.65,,1,Right,Right,1.0,3,6.0,8,,4,0,,,0.05,0.0177777777777778,0.857142857142857
2023-07-10 09:04:26,1.16.3,FR1_R,0,3.65,1.0,1,Pellet,Right,1.0,3,6.0,8,,5,0,40.91,384.0,,0.0222222222222222,0.857142857142857
2023-07-10 09:12:10,1.16.3,FR1_R,0,3.65,,1,Right,Right,1.0,3,7.0,9,,5,0,,,0.07,0.0222222222222222,0.875
2023-07-10 09:13:35,1.16.3,FR1_R,0,3.65,6.0,1,Pellet,Right,1.0,3,7.0,9,,6,0,Timed_out,549.0,,0.0266666666666667,0.875
2023-07-10 09:16:57,1.16.3,FR1_R,0,3.65,,1,Right,Right,1.0,3,8.0,10,,6,0,,,0.02,0.0266666666666667,0.888888888888889
2023-07-10 09:16:57,1.16.3,FR1_R,0,3.65,,1,RightDuringDispense,Right,1.0,3,9.0,11,,6,0,,,0.01,0.0266666666666667,0.9
2023-07-10 09:17:19,1.16.3,FR1_R,0,3.65,,1,RightWithPellet,Right,1.0,3,10.0,12,,6,0,,,0.05,0.0266666666666667,0.909090909090909
2023-07-10 09:17:30,1.16.3,FR1_R,0,3.65,3.0,1,Pellet,Right,1.0,3,10.0,12,,7,0,29.6,235.0,,0.0311111111111111,0.909090909090909
2023-07-10 09:19:18,1.16.3,FR1_R,0,3.65,,1,Right,Right,1.0,3,11.0,13,,7,0,,,0.03,0.0311111111111111,0.916666666666667
2023-07-10 09:19:20,1.16.3,FR1_R,0,3.65,,1,RightWithPellet,Right,1.0,3,12.0,14,,7,0,,,0.11,0.0311111111111111,0.923076923076923
2023-07-10 09:19:34,1.16.3,FR1_R,0,3.64,,1,RightWithPellet,Right,1.0,3,13.0,15,,7,0,,,0.02,0.0311111111111111,0.928571428571429
