MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Pellet_Count_Adj,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-04-01 11:03:16,1.11.0,FR1_R,0,3.85,1,1,Right,Right,8,8,10,16,7,7,0,,,0.05,0.0341463414634146,0.555555555555556
2023-04-01 11:03:19,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,8,8,10,16,8,8,0,2.11,818.0,,0.0390243902439024,0.555555555555556
2023-04-01 11:05:59,1.11.0,FR1_R,0,3.84,1,1,Right,Right,8,8,11,17,8,8,0,,,0.0,0.0390243902439024,0.578947368421053
2023-04-01 11:06:29,1.11.0,FR1_R,0,3.84,2,1,RightWithPellet,Right,8,8,12,18,8,8,0,,,0.14,0.0390243902439024,0.6
2023-04-01 11:06:31,1.11.0,FR1_R,0,3.85,2,1,Pellet,Right,8,8,12,18,9,9,0,31.58,192.0,,0.0439024390243902,0.6
2023-04-01 11:07:16,1.11.0,FR1_R,0,3.85,1,1,Left,Right,9,9,12,18,9,9,0,,,0.12,0.0439024390243902,0.571428571428571
2023-04-01 11:07:58,1.11.0,FR1_R,0,3.84,1,1,Right,Right,9,9,13,19,9,9,0,,,0.05,0.0439024390243902,0.590909090909091
2023-04-01 11:08:00,1.11.0,FR1_R,0,3.85,1,1,RightWithPellet,Right,9,9,14,20,9,9,0,,,0.22,0.0439024390243902,0.608695652173913
2023-04-01 11:08:04,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,9,9,14,20,10,10,0,5.15,93.0,,0.0487804878048781,0.608695652173913
2023-04-01 11:08:25,1.11.0,FR1_R,0,3.85,1,1,Right,Right,9,9,15,21,10,10,0,,,0.07,0.0487804878048781,0.625
2023-04-01 11:08:28,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,9,9,15,21,11,11,0,2.04,24.0,,0.0536585365853659,0.625
2023-04-01 11:09:25,1.11.0,FR1_R,0,3.85,1,1,Right,Right,9,9,16,22,11,11,0,,,0.04,0.0536585365853659,0.64
2023-04-01 11:09:30,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,9,9,16,22,12,12,0,4.77,62.0,,0.0585365853658537,0.64
2023-04-01 11:09:49,1.11.0,FR1_R,0,3.85,1,1,Right,Right,9,9,17,23,12,12,0,,,0.04,0.0585365853658537,0.653846153846154
2023-04-01 11:09:54,1.11.0,FR1_R,0,3.85,2,1,Pellet,Right,9,9,17,23,13,13,0,2.25,24.0,,0.0634146341463415,0.653846153846154
2023-04-01 11:18:01,1.11.0,FR1_R,0,3.85,1,1,Right,Right,9,9,18,24,13,13,0,,,0.11,0.0634146341463415,0.666666666666667
2023-04-01 11:18:04,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,9,9,18,24,14,14,0,1.49,490.0,,0.0682926829268293,0.666666666666667
2023-04-01 11:18:29,1.11.0,FR1_R,0,3.84,1,1,Right,Right,9,9,19,25,14,14,0,,,0.02,0.0682926829268293,0.678571428571429
2023-04-01 11:18:46,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,9,9,19,25,15,15,0,16.82,42.0,,0.0731707317073171,0.678571428571429
2023-04-01 11:20:34,1.11.0,FR1_R,0,3.85,1,1,Right,Right,9,9,20,26,15,15,0,,,0.08,0.0731707317073171,0.689655172413793
2023-04-01 11:20:38,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,9,9,20,26,16,16,0,2.72,112.0,,0.0780487804878049,0.689655172413793
2023-04-01 11:20:53,1.11.0,FR1_R,0,3.85,1,1,Left,Right,10,10,20,26,16,16,0,,,0.05,0.0780487804878049,0.666666666666667
2023-04-01 11:30:11,1.11.0,FR1_R,0,3.85,1,1,Right,Right,10,10,21,27,16,16,0,,,0.14,0.0780487804878049,0.67741935483871
2023-04-01 11:30:13,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,10,10,21,27,17,17,0,1.97,575.0,,0.0829268292682927,0.67741935483871
2023-04-01 11:30:50,1.11.0,FR1_R,0,3.84,1,1,Left,Right,11,11,21,27,17,17,0,,,0.18,0.0829268292682927,0.65625
2023-04-01 11:35:55,1.11.0,FR1_R,0,3.85,1,1,Left,Right,12,12,21,27,17,17,0,,,0.05,0.0829268292682927,0.636363636363636
2023-04-01 11:35:58,1.11.0,FR1_R,0,3.85,1,1,Left,Right,13,13,21,27,17,17,0,,,0.79,0.0829268292682927,0.617647058823529
2023-04-01 11:36:00,1.11.0,FR1_R,0,3.84,1,1,Left,Right,14,14,21,27,17,17,0,,,0.1,0.0829268292682927,0.6
2023-04-01 11:36:01,1.11.0,FR1_R,0,3.85,1,1,Left,Right,15,15,21,27,17,17,0,,,0.74,0.0829268292682927,0.583333333333333
2023-04-01 11:36:14,1.11.0,FR1_R,0,3.85,1,1,Left,Right,16,16,21,27,17,17,0,,,0.09,0.0829268292682927,0.567567567567568
2023-04-01 11:40:59,1.11.0,FR1_R,0,3.85,1,1,Right,Right,16,16,22,28,17,17,0,,,0.19,0.0829268292682927,0.578947368421053
2023-04-01 11:41:01,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,16,16,22,28,18,18,0,1.02,648.0,,0.0878048780487805,0.578947368421053
2023-04-01 11:47:12,1.11.0,FR1_R,0,3.85,1,1,Right,Right,16,16,23,29,18,18,0,,,0.05,0.0878048780487805,0.58974358974359
2023-04-01 11:47:15,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,16,16,23,29,19,19,0,2.31,374.0,,0.0926829268292683,0.58974358974359
2023-04-01 11:49:13,1.11.0,FR1_R,0,3.84,1,1,Left,Right,17,17,23,29,19,19,0,,,0.34,0.0926829268292683,0.575
2023-04-01 11:49:51,1.11.0,FR1_R,0,3.85,1,1,Right,Right,17,17,24,30,19,19,0,,,0.55,0.0926829268292683,0.585365853658537
2023-04-01 11:49:55,1.11.0,FR1_R,0,3.85,2,1,Pellet,Right,17,17,24,30,20,20,0,3.13,160.0,,0.0975609756097561,0.585365853658537
2023-04-01 11:50:27,1.11.0,FR1_R,0,3.84,1,1,Right,Right,17,17,25,31,20,20,0,,,0.01,0.0975609756097561,0.595238095238095
2023-04-01 11:50:29,1.11.0,FR1_R,0,3.84,1,1,RightWithPellet,Right,17,17,26,32,20,20,0,,,0.37,0.0975609756097561,0.604651162790698
2023-04-01 11:50:30,1.11.0,FR1_R,0,3.84,1,1,RightWithPellet,Right,17,17,27,33,20,20,0,,,0.02,0.0975609756097561,0.613636363636364
2023-04-01 11:50:30,1.11.0,FR1_R,0,3.84,1,1,RightWithPellet,Right,17,17,28,34,20,20,0,,,0.2,0.0975609756097561,0.622222222222222
2023-04-01 11:50:32,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,17,17,28,34,21,21,0,3.65,37.0,,0.102439024390244,0.622222222222222
2023-04-01 11:51:25,1.11.0,FR1_R,0,3.84,1,1,Left,Right,18,18,28,34,21,21,0,,,0.07,0.102439024390244,0.608695652173913
2023-04-01 11:51:27,1.11.0,FR1_R,0,3.85,1,1,Left,Right,19,19,28,34,21,21,0,,,0.05,0.102439024390244,0.595744680851064
2023-04-01 11:51:38,1.11.0,FR1_R,0,3.85,1,1,Right,Right,19,19,29,35,21,21,0,,,0.11,0.102439024390244,0.604166666666667
2023-04-01 11:51:40,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,19,19,29,35,22,22,0,1.43,68.0,,0.107317073170732,0.604166666666667
2023-04-01 11:54:47,1.11.0,FR1_R,0,3.85,1,1,Right,Right,19,19,30,36,22,22,0,,,0.03,0.107317073170732,0.612244897959184
2023-04-01 11:54:48,1.11.0,FR1_R,0,3.84,2,1,Pellet,Right,19,19,30,36,23,23,0,0.88,188.0,,0.11219512195122,0.612244897959184
2023-04-01 11:55:18,1.11.0,FR1_R,0,3.84,1,1,Right,Right,19,19,31,37,23,23,0,,,0.14,0.11219512195122,0.62
2023-04-01 11:55:20,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,19,19,31,37,24,24,0,1.22,32.0,,0.117073170731707,0.62
2023-04-01 11:57:11,1.11.0,FR1_R,0,3.85,1,1,Right,Right,19,19,32,38,24,24,0,,,0.05,0.117073170731707,0.627450980392157
2023-04-01 11:57:12,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,19,19,32,38,25,25,0,0.95,112.0,,0.121951219512195,0.627450980392157
2023-04-01 11:57:27,1.11.0,FR1_R,0,3.84,1,1,Left,Right,20,20,32,38,25,25,0,,,0.07,0.121951219512195,0.615384615384615
2023-04-01 12:00:31,1.11.0,FR1_R,0,3.85,1,1,Right,Right,20,20,33,39,25,25,0,,,0.1,0.121951219512195,0.622641509433962
2023-04-01 12:00:33,1.11.0,FR1_R,0,3.84,2,1,Pellet,Right,20,20,33,39,26,26,0,1.29,201.0,,0.126829268292683,0.622641509433962
2023-04-01 12:00:47,1.11.0,FR1_R,0,3.84,1,1,Right,Right,20,20,34,40,26,26,0,,,0.08,0.126829268292683,0.62962962962963
2023-04-01 12:00:53,1.11.0,FR1_R,0,3.84,1,1,RightWithPellet,Right,20,20,35,41,26,26,0,,,0.04,0.126829268292683,0.636363636363636
2023-04-01 12:00:55,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,20,20,35,41,27,27,0,7.77,22.0,,0.131707317073171,0.636363636363636
2023-04-01 12:01:10,1.11.0,FR1_R,0,3.84,1,1,Right,Right,20,20,36,42,27,27,0,,,0.05,0.131707317073171,0.642857142857143
2023-04-01 12:01:12,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,20,20,36,42,28,28,0,0.47,17.0,,0.136585365853658,0.642857142857143
2023-04-01 12:10:25,1.11.0,FR1_R,0,3.84,1,1,Right,Right,20,20,37,43,28,28,0,,,0.02,0.136585365853658,0.649122807017544
2023-04-01 12:10:28,1.11.0,FR1_R,0,3.84,1,1,RightWithPellet,Right,20,20,38,44,28,28,0,,,0.07,0.136585365853658,0.655172413793103
2023-04-01 12:10:30,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,20,20,38,44,29,29,0,3.43,558.0,,0.141463414634146,0.655172413793103
2023-04-01 12:10:58,1.11.0,FR1_R,0,3.85,1,1,Right,Right,20,20,39,45,29,29,0,,,0.06,0.141463414634146,0.661016949152542
2023-04-01 12:11:06,1.11.0,FR1_R,0,3.84,2,1,Pellet,Right,20,20,39,45,30,30,0,4.57,36.0,,0.146341463414634,0.661016949152542
2023-04-01 12:15:48,1.11.0,FR1_R,0,3.84,1,1,Left,Right,21,21,39,45,30,30,0,,,0.18,0.146341463414634,0.65
2023-04-01 12:29:28,1.11.0,FR1_R,0,3.85,1,1,Right,Right,21,21,40,46,30,30,0,,,0.08,0.146341463414634,0.655737704918033
2023-04-01 12:29:29,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,21,21,40,46,31,31,0,0.95,1103.0,,0.151219512195122,0.655737704918033
2023-04-01 12:29:53,1.11.0,FR1_R,0,3.85,1,1,Right,Right,21,21,41,47,31,31,0,,,0.12,0.151219512195122,0.661290322580645
2023-04-01 12:29:55,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,21,21,41,47,32,32,0,0.81,26.0,,0.15609756097561,0.661290322580645
2023-04-01 12:37:27,1.11.0,FR1_R,0,3.84,1,1,Right,Right,21,21,42,48,32,32,0,,,0.03,0.15609756097561,0.666666666666667
2023-04-01 12:37:29,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,21,21,42,48,33,33,0,1.22,454.0,,0.160975609756098,0.666666666666667
2023-04-01 12:37:56,1.11.0,FR1_R,0,3.84,1,1,Left,Right,22,22,42,48,33,33,0,,,0.2,0.160975609756098,0.65625
2023-04-01 12:40:18,1.11.0,FR1_R,0,3.85,1,1,Left,Right,23,23,42,48,33,33,0,,,0.04,0.160975609756098,0.646153846153846
2023-04-01 12:40:21,1.11.0,FR1_R,0,3.85,1,1,Left,Right,24,24,42,48,33,33,0,,,0.05,0.160975609756098,0.636363636363636
2023-04-01 12:40:26,1.11.0,FR1_R,0,3.84,1,1,Left,Right,25,25,42,48,33,33,0,,,0.04,0.160975609756098,0.626865671641791
2023-04-01 12:44:08,1.11.0,FR1_R,0,3.84,1,1,Right,Right,25,25,43,49,33,33,0,,,0.04,0.160975609756098,0.632352941176471
2023-04-01 12:44:11,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,25,25,43,49,34,34,0,2.86,402.0,,0.165853658536585,0.632352941176471
2023-04-01 12:48:57,1.11.0,FR1_R,0,3.84,1,1,Right,Right,25,25,44,50,34,34,0,,,0.02,0.165853658536585,0.63768115942029
2023-04-01 12:48:59,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,25,25,44,50,35,35,0,1.43,288.0,,0.170731707317073,0.63768115942029
2023-04-01 12:51:00,1.11.0,FR1_R,0,3.84,1,1,Left,Right,26,26,44,50,35,35,0,,,0.08,0.170731707317073,0.628571428571429
2023-04-01 12:52:04,1.11.0,FR1_R,0,3.84,1,1,Right,Right,26,26,45,51,35,35,0,,,0.2,0.170731707317073,0.633802816901409
2023-04-01 12:52:07,1.11.0,FR1_R,0,3.84,2,1,Pellet,Right,26,26,45,51,36,36,0,0.68,188.0,,0.175609756097561,0.633802816901409
2023-04-01 13:06:21,1.11.0,FR1_R,0,3.84,1,1,Left,Right,27,27,45,51,36,36,0,,,0.39,0.175609756097561,0.625
2023-04-01 13:06:30,1.11.0,FR1_R,0,3.84,1,1,Left,Right,28,28,45,51,36,36,0,,,0.05,0.175609756097561,0.616438356164384
2023-04-01 13:06:33,1.11.0,FR1_R,0,3.84,1,1,Left,Right,29,29,45,51,36,36,0,,,0.09,0.175609756097561,0.608108108108108
2023-04-01 13:06:37,1.11.0,FR1_R,0,3.84,1,1,Left,Right,30,30,45,51,36,36,0,,,0.12,0.175609756097561,0.6
2023-04-01 13:07:24,1.11.0,FR1_R,0,3.83,1,1,Right,Right,30,30,46,52,36,36,0,,,0.07,0.175609756097561,0.605263157894737
2023-04-01 13:07:25,1.11.0,FR1_R,0,3.84,1,1,RightWithPellet,Right,30,30,47,53,36,36,0,,,0.12,0.175609756097561,0.61038961038961
2023-04-01 13:07:27,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,30,30,47,53,37,37,0,2.25,920.0,,0.180487804878049,0.61038961038961
2023-04-01 13:08:05,1.11.0,FR1_R,0,3.85,1,1,Left,Right,31,31,47,53,37,37,0,,,0.15,0.180487804878049,0.602564102564102
2023-04-01 13:08:08,1.11.0,FR1_R,0,3.85,1,1,Left,Right,32,32,47,53,37,37,0,,,0.3,0.180487804878049,0.594936708860759
2023-04-01 13:08:11,1.11.0,FR1_R,0,3.84,1,1,Right,Right,32,32,48,54,37,37,0,,,0.17,0.180487804878049,0.6
2023-04-01 13:08:13,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,32,32,48,54,38,38,0,0.88,46.0,,0.185365853658537,0.6
2023-04-01 13:08:33,1.11.0,FR1_R,0,3.84,1,1,Right,Right,32,32,49,55,38,38,0,,,0.11,0.185365853658537,0.604938271604938
2023-04-01 13:08:37,1.11.0,FR1_R,0,3.84,2,1,Pellet,Right,32,32,49,55,39,39,0,2.59,24.0,,0.190243902439024,0.604938271604938
2023-04-01 13:09:08,1.11.0,FR1_R,0,3.84,1,1,Left,Right,33,33,49,55,39,39,0,,,0.07,0.190243902439024,0.597560975609756
2023-04-01 13:09:11,1.11.0,FR1_R,0,3.84,1,1,Right,Right,33,33,50,56,39,39,0,,,0.03,0.190243902439024,0.602409638554217
2023-04-01 13:09:19,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,33,33,50,56,40,40,0,7.11,42.0,,0.195121951219512,0.602409638554217
2023-04-01 13:10:52,1.11.0,FR1_R,0,3.84,1,1,Right,Right,33,33,51,57,40,40,0,,,0.16,0.195121951219512,0.607142857142857
2023-04-01 13:10:54,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,33,33,51,57,41,41,0,1.29,95.0,,0.2,0.607142857142857
2023-04-01 13:11:11,1.11.0,FR1_R,0,3.84,1,1,Left,Right,34,34,51,57,41,41,0,,,0.09,0.2,0.6
2023-04-01 13:12:00,1.11.0,FR1_R,0,3.84,1,1,Left,Right,35,35,51,57,41,41,0,,,0.03,0.2,0.593023255813954
2023-04-01 13:12:01,1.11.0,FR1_R,0,3.84,1,1,Left,Right,36,36,51,57,41,41,0,,,0.03,0.2,0.586206896551724
2023-04-01 13:12:02,1.11.0,FR1_R,0,3.84,1,1,Left,Right,37,37,51,57,41,41,0,,,0.05,0.2,0.579545454545455
2023-04-01 13:12:06,1.11.0,FR1_R,0,3.84,1,1,Right,Right,37,37,52,58,41,41,0,,,0.08,0.2,0.584269662921348
2023-04-01 13:12:09,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,37,37,52,58,42,42,0,1.43,75.0,,0.204878048780488,0.584269662921348
2023-04-01 13:13:18,1.11.0,FR1_R,0,3.84,1,1,Right,Right,37,37,53,59,42,42,0,,,0.04,0.204878048780488,0.588888888888889
2023-04-01 13:13:21,1.11.0,FR1_R,0,3.85,1,1,Pellet,Right,37,37,53,59,43,43,0,2.52,72.0,,0.209756097560976,0.588888888888889
2023-04-01 13:13:48,1.11.0,FR1_R,0,3.84,1,1,Left,Right,38,38,53,59,43,43,0,,,0.26,0.209756097560976,0.582417582417582
2023-04-01 13:24:41,1.11.0,FR1_R,0,3.84,1,1,Right,Right,38,38,54,60,43,43,0,,,0.09,0.209756097560976,0.58695652173913
2023-04-01 13:24:44,1.11.0,FR1_R,0,3.83,1,1,Pellet,Right,38,38,54,60,44,44,0,2.25,683.0,,0.214634146341463,0.58695652173913
2023-04-01 13:26:31,1.11.0,FR1_R,0,3.84,1,1,Right,Right,38,38,55,61,44,44,0,,,0.13,0.214634146341463,0.591397849462366
2023-04-01 13:26:33,1.11.0,FR1_R,0,3.83,1,1,Pellet,Right,38,38,55,61,45,45,0,1.7,109.0,,0.219512195121951,0.591397849462366
2023-04-01 13:26:53,1.11.0,FR1_R,0,3.84,1,1,Left,Right,39,39,55,61,45,45,0,,,0.33,0.219512195121951,0.585106382978723
2023-04-01 13:26:54,1.11.0,FR1_R,0,3.84,1,1,Left,Right,40,40,55,61,45,45,0,,,0.01,0.219512195121951,0.578947368421053
2023-04-01 13:26:56,1.11.0,FR1_R,0,3.84,1,1,Left,Right,41,41,55,61,45,45,0,,,0.07,0.219512195121951,0.572916666666667
2023-04-01 13:27:01,1.11.0,FR1_R,0,3.85,1,1,Right,Right,41,41,56,62,45,45,0,,,0.04,0.219512195121951,0.577319587628866
2023-04-01 13:27:04,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,41,41,56,62,46,46,0,1.43,31.0,,0.224390243902439,0.577319587628866
2023-04-01 13:27:16,1.11.0,FR1_R,0,3.84,1,1,Left,Right,42,42,56,62,46,46,0,,,0.03,0.224390243902439,0.571428571428571
2023-04-01 13:27:26,1.11.0,FR1_R,0,3.84,1,1,Right,Right,42,42,57,63,46,46,0,,,0.05,0.224390243902439,0.575757575757576
2023-04-01 13:27:29,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,42,42,57,63,47,47,0,2.18,25.0,,0.229268292682927,0.575757575757576
2023-04-01 13:27:58,1.11.0,FR1_R,0,3.84,1,1,Right,Right,42,42,58,64,47,47,0,,,0.2,0.229268292682927,0.58
2023-04-01 13:28:00,1.11.0,FR1_R,0,3.85,2,1,Pellet,Right,42,42,58,64,48,48,0,1.29,31.0,,0.234146341463415,0.58
2023-04-01 13:28:13,1.11.0,FR1_R,0,3.83,1,1,Right,Right,42,42,59,65,48,48,0,,,0.01,0.234146341463415,0.584158415841584
2023-04-01 13:28:15,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,42,42,59,65,49,49,0,1.02,15.0,,0.239024390243902,0.584158415841584
2023-04-01 13:28:47,1.11.0,FR1_R,0,3.84,1,1,Left,Right,43,43,59,65,49,49,0,,,0.03,0.239024390243902,0.57843137254902
2023-04-01 13:28:48,1.11.0,FR1_R,0,3.84,1,1,Left,Right,44,44,59,65,49,49,0,,,0.02,0.239024390243902,0.572815533980582
2023-04-01 13:32:02,1.11.0,FR1_R,0,3.85,1,1,Right,Right,44,44,60,66,49,49,0,,,0.05,0.239024390243902,0.576923076923077
2023-04-01 13:32:05,1.11.0,FR1_R,0,3.84,2,1,Pellet,Right,44,44,60,66,50,50,0,0.06,230.0,,0.24390243902439,0.576923076923077
2023-04-01 13:32:06,1.11.0,FR1_R,0,3.84,1,1,Right,Right,44,44,61,67,50,50,0,,,0.19,0.24390243902439,0.580952380952381
2023-04-01 13:32:08,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,44,44,61,67,51,51,0,0.54,3.0,,0.248780487804878,0.580952380952381
2023-04-01 13:32:20,1.11.0,FR1_R,0,3.83,1,1,Left,Right,45,45,61,67,51,51,0,,,0.12,0.248780487804878,0.575471698113208
2023-04-01 13:32:37,1.11.0,FR1_R,0,3.84,1,1,Left,Right,46,46,61,67,51,51,0,,,0.18,0.248780487804878,0.570093457943925
2023-04-01 13:32:37,1.11.0,FR1_R,0,3.84,1,1,Left,Right,47,47,61,67,51,51,0,,,0.0,0.248780487804878,0.564814814814815
2023-04-01 13:46:41,1.11.0,FR1_R,0,3.84,1,1,Right,Right,47,47,62,68,51,51,0,,,0.16,0.248780487804878,0.568807339449541
2023-04-01 13:46:43,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,47,47,62,68,52,52,0,1.09,875.0,,0.253658536585366,0.568807339449541
2023-04-01 13:47:34,1.11.0,FR1_R,0,3.84,1,1,Right,Right,47,47,63,69,52,52,0,,,0.02,0.253658536585366,0.572727272727273
2023-04-01 13:47:38,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,47,47,63,69,53,53,0,2.73,54.0,,0.258536585365854,0.572727272727273
2023-04-01 13:48:02,1.11.0,FR1_R,0,3.84,1,1,Right,Right,47,47,64,70,53,53,0,,,0.18,0.258536585365854,0.576576576576577
2023-04-01 13:48:04,1.11.0,FR1_R,0,3.84,1,1,Pellet,Right,47,47,64,70,54,54,0,0.88,27.0,,0.263414634146341,0.576576576576577
2023-04-01 13:49:06,1.11.0,FR1_R,0,3.84,1,1,Left,Right,48,48,64,70,54,54,0,,,0.14,0.263414634146341,0.571428571428571
2023-04-01 13:49:09,1.11.0,FR1_R,0,3.85,1,1,Left,Right,49,49,64,70,54,54,0,,,0.11,0.263414634146341,0.566371681415929
2023-04-01 13:52:13,1.11.0,FR1_R,0,3.84,1,1,Right,Right,49,49,65,71,54,54,0,,,0.21,0.263414634146341,0.570175438596491
