MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Pellet_Count_Adj,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-04-01 09:51:50,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,1,,0,,0,0,,,0.02,,
2023-04-01 09:52:06,1.11.0,FR1_R,0,3.94,1,1,Right,Right,,1,,1,,0,0,,,0.05,,
2023-04-01 09:52:33,1.11.0,FR1_R,0,3.93,3,1,Pellet,Right,0.0,1,1.0,1,,1,0,21.82,,,0.0043859649122807,1.0
2023-04-01 09:57:46,1.11.0,FR1_R,0,3.94,1,1,Left,Right,1.0,2,1.0,1,,1,0,,,0.01,0.0043859649122807,0.5
2023-04-01 09:57:47,1.11.0,FR1_R,0,3.93,1,1,Left,Right,2.0,3,1.0,1,,1,0,,,0.0,0.0043859649122807,0.333333333333333
2023-04-01 09:58:46,1.11.0,FR1_R,0,3.93,1,1,Right,Right,2.0,3,2.0,2,,1,0,,,0.2,0.0043859649122807,0.5
2023-04-01 09:59:16,1.11.0,FR1_R,0,3.93,1,1,Pellet,Right,2.0,3,2.0,2,,2,0,28.76,404.0,,0.0087719298245614,0.5
2023-04-01 10:04:23,1.11.0,FR1_R,0,3.93,1,1,Left,Right,3.0,4,2.0,2,0.0,2,0,,,0.13,0.0087719298245614,0.4
2023-04-01 10:04:24,1.11.0,FR1_R,0,3.94,1,1,Left,Right,4.0,5,2.0,2,0.0,2,0,,,0.14,0.0087719298245614,0.333333333333333
2023-04-01 10:04:26,1.11.0,FR1_R,0,3.93,1,1,Left,Right,5.0,6,2.0,2,0.0,2,0,,,0.38,0.0087719298245614,0.285714285714286
2023-04-01 10:07:31,1.11.0,FR1_R,0,3.94,1,1,Left,Right,6.0,7,2.0,2,0.0,2,0,,,0.33,0.0087719298245614,0.25
2023-04-01 10:10:53,1.11.0,FR1_R,0,3.93,1,1,Right,Right,6.0,7,3.0,3,0.0,2,0,,,0.13,0.0087719298245614,0.333333333333333
2023-04-01 10:11:23,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,6.0,7,3.0,3,1.0,3,0,29.64,727.0,,0.0131578947368421,0.333333333333333
2023-04-01 10:13:49,1.11.0,FR1_R,0,3.93,1,1,Right,Right,6.0,7,4.0,4,1.0,3,0,,,0.12,0.0131578947368421,0.4
2023-04-01 10:14:35,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,6.0,7,4.0,4,2.0,4,0,45.2,192.0,,0.0175438596491228,0.4
2023-04-01 10:14:46,1.11.0,FR1_R,0,3.93,1,1,Left,Right,7.0,8,4.0,4,2.0,4,0,,,0.06,0.0175438596491228,0.363636363636364
2023-04-01 10:16:02,1.11.0,FR1_R,0,3.94,1,1,Left,Right,8.0,9,4.0,4,2.0,4,0,,,0.2,0.0175438596491228,0.333333333333333
2023-04-01 10:16:05,1.11.0,FR1_R,0,3.94,1,1,Left,Right,9.0,10,4.0,4,2.0,4,0,,,0.18,0.0175438596491228,0.307692307692308
2023-04-01 10:18:51,1.11.0,FR1_R,0,3.93,1,1,Right,Right,9.0,10,5.0,5,2.0,4,0,,,0.0,0.0175438596491228,0.357142857142857
2023-04-01 10:19:32,1.11.0,FR1_R,0,3.94,3,1,RightWithPellet,Right,9.0,10,6.0,6,2.0,4,0,,,0.71,0.0175438596491228,0.4
2023-04-01 10:19:39,1.11.0,FR1_R,0,3.93,3,1,RightWithPellet,Right,9.0,10,7.0,7,2.0,4,0,,,0.04,0.0175438596491228,0.4375
2023-04-01 10:19:40,1.11.0,FR1_R,0,3.94,3,1,Pellet,Right,9.0,10,7.0,7,3.0,5,0,43.95,305.0,,0.0219298245614035,0.4375
2023-04-01 10:19:51,1.11.0,FR1_R,0,3.93,1,1,Left,Right,10.0,11,7.0,7,3.0,5,0,,,0.05,0.0219298245614035,0.411764705882353
2023-04-01 10:19:52,1.11.0,FR1_R,0,3.93,1,1,Right,Right,10.0,11,8.0,8,3.0,5,0,,,0.15,0.0219298245614035,0.444444444444444
2023-04-01 10:20:53,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,10.0,11,8.0,8,4.0,6,0,Timed_out,73.0,,0.0263157894736842,0.444444444444444
2023-04-01 10:23:04,1.11.0,FR1_R,0,3.93,1,1,Right,Right,10.0,11,9.0,9,4.0,6,0,,,0.0,0.0263157894736842,0.473684210526316
2023-04-01 10:25:20,1.11.0,FR1_R,0,3.93,1,1,Pellet,Right,10.0,11,9.0,9,5.0,7,0,Timed_out,267.0,,0.0307017543859649,0.473684210526316
2023-04-01 10:30:09,1.11.0,FR1_R,0,3.93,1,1,Right,Right,10.0,11,10.0,10,5.0,7,0,,,0.01,0.0307017543859649,0.5
2023-04-01 10:30:19,1.11.0,FR1_R,0,3.93,1,1,RightWithPellet,Right,10.0,11,11.0,11,5.0,7,0,,,0.4,0.0307017543859649,0.523809523809524
2023-04-01 10:30:21,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,10.0,11,11.0,11,6.0,8,0,10.53,301.0,,0.0350877192982456,0.523809523809524
2023-04-01 10:30:54,1.11.0,FR1_R,0,3.94,1,1,Right,Right,10.0,11,12.0,12,6.0,8,0,,,0.39,0.0350877192982456,0.545454545454545
2023-04-01 10:34:13,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,10.0,11,12.0,12,7.0,9,0,Timed_out,232.0,,0.0394736842105263,0.545454545454545
2023-04-01 10:35:10,1.11.0,FR1_R,0,3.94,1,1,Right,Right,10.0,11,13.0,13,7.0,9,0,,,0.05,0.0394736842105263,0.565217391304348
