MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Unnamed: 13,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-04-01 09:42:49,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,1,,0,,0,0,,,0.06,,
2023-04-01 09:44:21,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,2,,0,,0,0,,,0.04,,
2023-04-01 09:44:33,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,3,,0,,0,0,,,0.06,,
2023-04-01 09:54:38,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,4,,0,,0,0,,,0.56,,
2023-04-01 09:54:39,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,5,,0,,0,0,,,0.0,,
2023-04-01 09:54:40,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,6,,0,,0,0,,,0.0,,
2023-04-01 09:54:41,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,7,,0,,0,0,,,0.45,,
2023-04-01 09:54:43,1.11.0,FR1_R,0,3.94,1,1,Left,Right,,8,,0,,0,0,,,0.0,,
2023-04-01 09:54:57,1.11.0,FR1_R,0,3.93,1,1,Right,Right,,8,,1,,0,0,,,0.13,,
2023-04-01 09:55:14,1.11.0,FR1_R,0,3.94,2,1,Pellet,Right,0.0,8,1.0,1,,1,0,14.22,,,0.00396825396825397,1.0
2023-04-01 09:57:57,1.11.0,FR1_R,0,3.94,1,1,Left,Right,1.0,9,1.0,1,,1,0,,,0.14,0.00396825396825397,0.5
2023-04-01 09:58:03,1.11.0,FR1_R,0,3.94,1,1,Right,Right,1.0,9,2.0,2,,1,0,,,0.04,0.00396825396825397,0.666666666666667
2023-04-01 09:58:41,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,1.0,9,2.0,2,,2,0,36.45,207.0,,0.00793650793650794,0.666666666666667
2023-04-01 09:59:28,1.11.0,FR1_R,0,3.93,1,1,Right,Right,1.0,9,3.0,3,,2,0,,,0.06,0.00793650793650794,0.75
2023-04-01 09:59:42,1.11.0,FR1_R,0,3.93,1,1,RightWithPellet,Right,1.0,9,4.0,4,,2,0,,,0.12,0.00793650793650794,0.8
2023-04-01 09:59:43,1.11.0,FR1_R,0,3.94,1,1,RightWithPellet,Right,1.0,9,5.0,5,,2,0,,,0.08,0.00793650793650794,0.833333333333333
2023-04-01 09:59:49,1.11.0,FR1_R,0,3.93,1,1,Pellet,Right,1.0,9,5.0,5,,3,0,20.35,68.0,,0.0119047619047619,0.833333333333333
2023-04-01 10:00:12,1.11.0,FR1_R,0,3.93,1,1,Left,Right,2.0,10,5.0,5,,3,0,,,0.04,0.0119047619047619,0.714285714285714
2023-04-01 10:01:15,1.11.0,FR1_R,0,3.94,1,1,Right,Right,2.0,10,6.0,6,,3,0,,,0.05,0.0119047619047619,0.75
2023-04-01 10:02:06,1.11.0,FR1_R,0,3.94,1,1,Pellet,Right,2.0,10,6.0,6,,4,0,50.35,137.0,,0.0158730158730159,0.75
2023-04-01 10:02:47,1.11.0,FR1_R,0,3.94,1,1,Right,Right,2.0,10,7.0,7,,4,0,,,0.02,0.0158730158730159,0.777777777777778
