MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Unnamed: 13,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-07-17 09:12:59,1.16.3,FR1,0,4.17,,1,Left,Left,,1,,0,,0,0,,,0.05,,
2023-07-17 09:13:37,1.16.3,FR1,0,4.17,2.0,1,Pellet,Left,1.0,1,0.0,0,,1,0,35.72,,,0.00454545454545455,1.0
2023-07-17 09:30:55,1.16.3,FR1,0,4.16,,1,Left,Left,2.0,2,0.0,0,,1,0,,,0.09,0.00454545454545455,1.0
2023-07-17 09:31:16,1.16.3,FR1,0,4.17,1.0,1,Pellet,Left,2.0,2,0.0,0,,2,0,20.19,1059.0,,0.00909090909090909,1.0
2023-07-17 09:38:58,1.16.3,FR1,0,4.16,,1,Left,Left,3.0,3,0.0,0,,2,0,,,0.22,0.00909090909090909,1.0
2023-07-17 09:39:01,1.16.3,FR1,0,4.16,1.0,1,Pellet,Left,3.0,3,0.0,0,,3,0,1.96,465.0,,0.0136363636363636,1.0
2023-07-17 09:48:24,1.16.3,FR1,0,4.16,,1,Left,Left,4.0,4,0.0,0,,3,0,,,0.16,0.0136363636363636,1.0
2023-07-17 09:48:28,1.16.3,FR1,0,4.17,1.0,1,Pellet,Left,4.0,4,0.0,0,,4,0,3.03,567.0,,0.0181818181818182,1.0
2023-07-17 09:58:43,1.16.3,FR1,0,4.16,,1,Right,Left,4.0,4,1.0,1,,4,0,,,0.0,0.0181818181818182,0.8
2023-07-17 10:18:58,1.16.3,FR1,0,4.16,,1,Right,Left,4.0,4,2.0,2,,4,0,,,0.01,0.0181818181818182,0.666666666666667
2023-07-17 10:36:35,1.16.3,FR1,0,4.16,,1,Left,Left,5.0,5,2.0,2,,4,0,,,0.03,0.0181818181818182,0.714285714285714
2023-07-17 10:36:38,1.16.3,FR1,0,4.16,1.0,1,Pellet,Left,5.0,5,2.0,2,,5,0,2.78,2890.0,,0.0227272727272727,0.714285714285714
2023-07-17 10:38:33,1.16.3,FR1,0,4.16,,1,Left,Left,6.0,6,2.0,2,,5,0,,,0.17,0.0227272727272727,0.75
2023-07-17 10:38:36,1.16.3,FR1,0,4.16,1.0,1,Pellet,Left,6.0,6,2.0,2,,6,0,2.08,118.0,,0.0272727272727273,0.75
2023-07-17 10:43:47,1.16.3,FR1,0,4.16,,1,Right,Left,6.0,6,3.0,3,,6,0,,,0.85,0.0272727272727273,0.666666666666667
2023-07-17 10:43:48,1.16.3,FR1,0,4.16,,1,Right,Left,6.0,6,4.0,4,,6,0,,,0.03,0.0272727272727273,0.6
2023-07-17 10:51:49,1.16.3,FR1,0,4.16,,1,Left,Left,7.0,7,4.0,4,,6,0,,,0.12,0.0272727272727273,0.636363636363636
2023-07-17 10:51:52,1.16.3,FR1,0,4.16,1.0,1,Pellet,Left,7.0,7,4.0,4,,7,0,1.83,796.0,,0.0318181818181818,0.636363636363636
2023-07-17 10:55:45,1.16.3,FR1,0,4.16,,1,Left,Left,8.0,8,4.0,4,,7,0,,,0.04,0.0318181818181818,0.666666666666667
