MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Unnamed: 13,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-04-01 10:19:42,1.11.0,FR1,0,3.93,1,1,Right,Left,,0,,1,,0,0,,,0.15,,
2023-04-01 10:20:30,1.11.0,FR1,0,3.93,1,1,Left,Left,,1,,1,,0,0,,,0.0,,
2023-04-01 10:20:54,1.11.0,FR1,0,3.93,3,1,Pellet,Left,1.0,1,0.0,1,,1,0,18.44,,,0.00520833333333333,1.0
2023-04-01 10:23:27,1.11.0,FR1,0,3.93,1,1,Right,Left,1.0,1,1.0,2,,1,0,,,0.12,0.00520833333333333,0.5
2023-04-01 10:25:02,1.11.0,FR1,0,3.93,1,1,Right,Left,1.0,1,2.0,3,,1,0,,,0.18,0.00520833333333333,0.333333333333333
2023-04-01 10:28:23,1.11.0,FR1,0,3.93,1,1,Right,Left,1.0,1,3.0,4,,1,0,,,0.01,0.00520833333333333,0.25
2023-04-01 10:32:17,1.11.0,FR1,0,3.93,1,1,Right,Left,1.0,1,4.0,5,,1,0,,,0.11,0.00520833333333333,0.2
2023-04-01 10:33:19,1.11.0,FR1,0,3.93,1,1,Right,Left,1.0,1,5.0,6,,1,0,,,0.12,0.00520833333333333,0.166666666666667
2023-04-01 10:33:57,1.11.0,FR1,0,3.93,1,1,Left,Left,2.0,2,5.0,6,,1,0,,,0.07,0.00520833333333333,0.285714285714286
2023-04-01 10:34:04,1.11.0,FR1,0,3.93,2,1,Pellet,Left,2.0,2,5.0,6,,2,0,4.02,790.0,,0.0104166666666667,0.285714285714286
2023-04-01 10:35:24,1.11.0,FR1,0,3.93,1,1,Right,Left,2.0,2,6.0,7,,2,0,,,0.1,0.0104166666666667,0.25
2023-04-01 10:35:29,1.11.0,FR1,0,3.93,1,1,Left,Left,3.0,3,6.0,7,,2,0,,,0.03,0.0104166666666667,0.333333333333333
2023-04-01 10:35:33,1.11.0,FR1,0,3.93,1,1,Pellet,Left,3.0,3,6.0,7,,3,0,2.79,89.0,,0.015625,0.333333333333333
2023-04-01 10:36:33,1.11.0,FR1,0,3.93,1,1,Right,Left,3.0,3,7.0,8,,3,0,,,0.08,0.015625,0.3
2023-04-01 10:37:34,1.11.0,FR1,0,3.93,1,1,Right,Left,3.0,3,8.0,9,,3,0,,,0.14,0.015625,0.272727272727273
2023-04-01 10:37:38,1.11.0,FR1,0,3.93,1,1,Left,Left,4.0,4,8.0,9,,3,0,,,0.04,0.015625,0.333333333333333
2023-04-01 10:37:49,1.11.0,FR1,0,3.93,1,1,Pellet,Left,4.0,4,8.0,9,,4,0,10.51,136.0,,0.0208333333333333,0.333333333333333
2023-04-01 10:38:26,1.11.0,FR1,0,3.93,1,1,Left,Left,5.0,5,8.0,9,,4,0,,,0.03,0.0208333333333333,0.384615384615385
2023-04-01 10:38:35,1.11.0,FR1,0,3.93,1,1,Pellet,Left,5.0,5,8.0,9,,5,0,7.44,45.0,,0.0260416666666667,0.384615384615385
2023-04-01 10:39:26,1.11.0,FR1,0,3.93,1,1,Left,Left,6.0,6,8.0,9,,5,0,,,0.2,0.0260416666666667,0.428571428571429
2023-04-01 10:39:28,1.11.0,FR1,0,3.93,1,1,Pellet,Left,6.0,6,8.0,9,,6,0,0.81,54.0,,0.03125,0.428571428571429
2023-04-01 10:39:46,1.11.0,FR1,0,3.93,1,1,Left,Left,7.0,7,8.0,9,,6,0,,,0.03,0.03125,0.466666666666667
2023-04-01 10:39:49,1.11.0,FR1,0,3.93,1,1,Pellet,Left,7.0,7,8.0,9,,7,0,2.45,21.0,,0.0364583333333333,0.466666666666667
2023-04-01 10:41:00,1.11.0,FR1,0,3.93,1,1,Right,Left,7.0,7,9.0,10,,7,0,,,0.16,0.0364583333333333,0.4375
2023-04-01 10:41:20,1.11.0,FR1,0,3.93,1,1,Left,Left,8.0,8,9.0,10,,7,0,,,0.05,0.0364583333333333,0.470588235294118
2023-04-01 10:41:22,1.11.0,FR1,0,3.93,1,1,LeftWithPellet,Left,9.0,9,9.0,10,,7,0,,,0.54,0.0364583333333333,0.5
2023-04-01 10:41:25,1.11.0,FR1,0,3.93,1,1,Pellet,Left,9.0,9,9.0,10,,8,0,3.9,96.0,,0.0416666666666667,0.5
2023-04-01 10:41:51,1.11.0,FR1,0,3.93,1,1,Right,Left,9.0,9,10.0,11,,8,0,,,0.08,0.0416666666666667,0.473684210526316
2023-04-01 10:43:58,1.11.0,FR1,0,3.93,1,1,Right,Left,9.0,9,11.0,12,,8,0,,,0.14,0.0416666666666667,0.45
2023-04-01 10:44:22,1.11.0,FR1,0,3.93,1,1,Right,Left,9.0,9,12.0,13,,8,0,,,0.06,0.0416666666666667,0.428571428571429
2023-04-01 10:44:52,1.11.0,FR1,0,3.93,1,1,Left,Left,10.0,10,12.0,13,,8,0,,,0.0,0.0416666666666667,0.454545454545454
2023-04-01 10:45:01,1.11.0,FR1,0,3.93,1,1,Pellet,Left,10.0,10,12.0,13,,9,0,7.78,216.0,,0.046875,0.454545454545454
