MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Unnamed: 16
2/7/25 17:48,1.16.3,FR1,0,4.05,,1,Right,Left,0,1,0,0,,,0.01,
2/7/25 17:49,1.16.3,FR1,0,4.05,,1,Left,Left,1,1,0,0,,,0.02,
2/7/25 17:49,1.16.3,FR1,0,4.05,,1,LeftDuringDispense,Left,2,1,0,0,,,0.05,
2/7/25 17:50,1.16.3,FR1,0,4.05,,1,RightWithPellet,Left,2,2,0,0,,,0.52,
2/7/25 18:05,1.16.3,FR1,0,4.05,,1,LeftWithPellet,Left,3,2,0,0,,,0.2,
2/7/25 18:07,1.16.3,FR1,0,4.05,4.0,1,Pellet,Left,3,2,1,0,Timed_out,,,
2/7/25 18:08,1.16.3,FR1,0,4.05,,1,Right,Left,3,3,1,0,,,0.06,
2/7/25 18:12,1.16.3,FR1,0,4.05,,1,Right,Left,3,4,1,0,,,0.08,
2/7/25 18:29,1.16.3,FR1,0,4.05,,1,Left,Left,4,4,1,0,,,0.06,
2/7/25 18:29,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,4,4,2,0,7.46,1340.0,,
2/7/25 18:29,1.16.3,FR1,0,4.05,,1,Right,Left,4,5,2,0,,,0.42,
2/7/25 18:30,1.16.3,FR1,0,4.05,,1,Right,Left,4,6,2,0,,,0.39,
2/7/25 18:31,1.16.3,FR1,0,4.04,,1,Left,Left,5,6,2,0,,,0.21,
2/7/25 18:31,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,5,6,3,0,14.09,143.0,,
2/7/25 18:35,1.16.3,FR1,0,4.05,,1,Left,Left,6,6,3,0,,,0.44,
2/7/25 18:35,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,6,6,4,0,6.3,199.0,,
2/7/25 18:36,1.16.3,FR1,0,4.05,,1,Right,Left,6,7,4,0,,,0.36,
2/7/25 18:36,1.16.3,FR1,0,4.05,,1,Right,Left,6,8,4,0,,,0.03,
2/7/25 18:36,1.16.3,FR1,0,4.05,,1,Right,Left,6,9,4,0,,,0.39,
2/7/25 18:36,1.16.3,FR1,0,4.05,,1,Right,Left,6,10,4,0,,,0.31,
2/7/25 18:37,1.16.3,FR1,0,4.05,,1,Left,Left,7,10,4,0,,,0.11,
2/7/25 18:37,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,7,10,5,0,32.29,153.0,,
2/7/25 18:40,1.16.3,FR1,0,4.05,,1,Left,Left,8,10,5,0,,,0.24,
2/7/25 18:40,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,8,10,6,0,4.83,187.0,,
2/7/25 18:42,1.16.3,FR1,0,4.05,,1,Right,Left,8,11,6,0,,,0.07,
2/7/25 18:48,1.16.3,FR1,0,4.05,,1,Right,Left,8,12,6,0,,,0.23,
2/7/25 18:48,1.16.3,FR1,0,4.05,,1,Right,Left,8,13,6,0,,,0.16,
2/7/25 18:48,1.16.3,FR1,0,4.05,,1,Right,Left,8,14,6,0,,,0.01,
2/7/25 18:50,1.16.3,FR1,0,4.05,,1,Left,Left,9,14,6,0,,,0.38,
2/7/25 18:50,1.16.3,FR1,0,4.05,,1,LeftWithPellet,Left,10,14,6,0,,,0.17,
2/7/25 18:50,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,10,14,7,0,4.36,609.0,,
2/7/25 18:52,1.16.3,FR1,0,4.05,,1,Right,Left,10,15,7,0,,,0.02,
2/7/25 18:54,1.16.3,FR1,0,4.05,,1,Right,Left,10,16,7,0,,,0.05,
2/7/25 19:18,1.16.3,FR1,0,4.05,,1,Left,Left,11,16,7,0,,,0.13,
2/7/25 19:18,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,11,16,8,0,4.28,1641.0,,
2/7/25 19:18,1.16.3,FR1,0,4.05,,1,Right,Left,11,17,8,0,,,0.46,
2/7/25 19:18,1.16.3,FR1,0,4.05,,1,Left,Left,12,17,8,0,,,0.23,
2/7/25 19:19,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,12,17,9,0,9.86,43.0,,
2/7/25 19:19,1.16.3,FR1,0,4.05,,1,Right,Left,12,18,9,0,,,0.25,
2/7/25 19:19,1.16.3,FR1,0,4.05,,1,Right,Left,12,19,9,0,,,0.38,
2/7/25 19:19,1.16.3,FR1,0,4.05,,1,Right,Left,12,20,9,0,,,0.31,
2/7/25 19:20,1.16.3,FR1,0,4.05,,1,Right,Left,12,21,9,0,,,0.06,
2/7/25 19:20,1.16.3,FR1,0,4.05,,1,Right,Left,12,22,9,0,,,0.03,
2/7/25 19:22,1.16.3,FR1,0,4.05,,1,Left,Left,13,22,9,0,,,0.15,
2/7/25 19:22,1.16.3,FR1,0,4.05,2.0,1,Pellet,Left,13,22,10,0,13.19,197.0,,
2/7/25 19:23,1.16.3,FR1,0,4.05,,1,Right,Left,13,23,10,0,,,0.03,
2/7/25 19:33,1.16.3,FR1,0,4.05,,1,Right,Left,13,24,10,0,,,0.09,
2/7/25 19:34,1.16.3,FR1,0,4.05,,1,Right,Left,13,25,10,0,,,0.19,
2/7/25 19:39,1.16.3,FR1,0,4.05,,1,Right,Left,13,26,10,0,,,0.05,
2/7/25 19:39,1.16.3,FR1,0,4.05,,1,Right,Left,13,27,10,0,,,0.18,
2/7/25 19:39,1.16.3,FR1,0,4.05,,1,Right,Left,13,28,10,0,,,0.12,
2/7/25 19:43,1.16.3,FR1,0,4.05,,1,Right,Left,13,29,10,0,,,0.1,
2/7/25 19:43,1.16.3,FR1,0,4.05,,1,Left,Left,14,29,10,0,,,0.06,
2/7/25 19:43,1.16.3,FR1,0,4.05,,1,LeftDuringDispense,Left,15,29,10,0,,,0.01,
2/7/25 19:43,1.16.3,FR1,0,4.05,2.0,1,Pellet,Left,15,29,11,0,17.12,1299.0,,
2/7/25 19:44,1.16.3,FR1,0,4.05,,1,Right,Left,15,30,11,0,,,0.15,
2/7/25 19:44,1.16.3,FR1,0,4.05,,1,Right,Left,15,31,11,0,,,0.03,
2/7/25 19:50,1.16.3,FR1,0,4.05,,1,Left,Left,16,31,11,0,,,0.23,
2/7/25 19:50,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,16,31,12,0,6.12,386.0,,
2/7/25 19:53,1.16.3,FR1,0,4.05,,1,Right,Left,16,32,12,0,,,0.03,
2/7/25 19:55,1.16.3,FR1,0,4.05,,1,Right,Left,16,33,12,0,,,0.06,
2/7/25 19:56,1.16.3,FR1,0,4.05,,1,Left,Left,17,33,12,0,,,0.19,
2/7/25 19:56,1.16.3,FR1,0,4.05,,1,LeftWithPellet,Left,18,33,12,0,,,0.07,
2/7/25 19:56,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,18,33,13,0,19.76,371.0,,
2/7/25 19:58,1.16.3,FR1,0,4.05,,1,Right,Left,18,34,13,0,,,0.2,
2/7/25 20:03,1.16.3,FR1,0,4.05,,1,Right,Left,18,35,13,0,,,0.17,
2/7/25 20:04,1.16.3,FR1,0,4.05,,1,Right,Left,18,36,13,0,,,0.08,
2/7/25 20:04,1.16.3,FR1,0,4.05,,1,Right,Left,18,37,13,0,,,0.0,
2/7/25 20:05,1.16.3,FR1,0,4.05,,1,Right,Left,18,38,13,0,,,0.11,
2/7/25 20:05,1.16.3,FR1,0,4.05,,1,Right,Left,18,39,13,0,,,0.05,
2/7/25 20:05,1.16.3,FR1,0,4.05,,1,Right,Left,18,40,13,0,,,0.04,
2/7/25 20:05,1.16.3,FR1,0,4.05,,1,Right,Left,18,41,13,0,,,0.05,
2/7/25 20:06,1.16.3,FR1,0,4.05,,1,Right,Left,18,42,13,0,,,0.24,
2/7/25 20:06,1.16.3,FR1,0,4.04,,1,Right,Left,18,43,13,0,,,0.15,
2/7/25 20:06,1.16.3,FR1,0,4.05,,1,Right,Left,18,44,13,0,,,0.22,
2/7/25 20:06,1.16.3,FR1,0,4.05,,1,Right,Left,18,45,13,0,,,0.22,
2/7/25 20:06,1.16.3,FR1,0,4.04,,1,Right,Left,18,46,13,0,,,0.08,
2/7/25 20:06,1.16.3,FR1,0,4.05,,1,Left,Left,19,46,13,0,,,0.19,
2/7/25 20:07,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,19,46,14,0,4.04,627.0,,
2/7/25 20:13,1.16.3,FR1,0,4.05,,1,Right,Left,19,47,14,0,,,0.27,
2/7/25 20:17,1.16.3,FR1,0,4.05,,1,Right,Left,19,48,14,0,,,0.07,
2/7/25 20:19,1.16.3,FR1,0,4.05,,1,Left,Left,20,48,14,0,,,0.3,
2/7/25 20:19,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,20,48,15,0,3.85,730.0,,
2/7/25 20:20,1.16.3,FR1,0,4.05,,1,Left,Left,21,48,15,0,,,0.15,
2/7/25 20:20,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,21,48,16,0,2.2,58.0,,
2/7/25 20:21,1.16.3,FR1,0,4.05,,1,Left,Left,22,48,16,0,,,0.22,
2/7/25 20:21,1.16.3,FR1,0,4.05,2.0,1,Pellet,Left,22,48,17,0,10.73,79.0,,
2/7/25 20:22,1.16.3,FR1,0,4.04,,1,Left,Left,23,48,17,0,,,0.06,
2/7/25 20:22,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,23,48,18,0,3,36.0,,
2/7/25 20:22,1.16.3,FR1,0,4.05,,1,Left,Left,24,48,18,0,,,0.03,
2/7/25 20:22,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,24,48,19,0,4.16,34.0,,
2/7/25 20:23,1.16.3,FR1,0,4.05,,1,Right,Left,24,49,19,0,,,0.21,
2/7/25 20:24,1.16.3,FR1,0,4.04,,1,Right,Left,24,50,19,0,,,0.37,
2/7/25 20:24,1.16.3,FR1,0,4.05,,1,Left,Left,25,50,19,0,,,0.29,
2/7/25 20:24,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,25,50,20,0,2.63,120.0,,
2/7/25 20:27,1.16.3,FR1,0,4.04,,1,Right,Left,25,51,20,0,,,0.02,
2/7/25 20:33,1.16.3,FR1,0,4.04,,1,Left,Left,26,51,20,0,,,0.12,
2/7/25 20:33,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,26,51,21,0,2.14,531.0,,
2/7/25 20:45,1.16.3,FR1,0,4.05,,1,Left,Left,27,51,21,0,,,0.0,
2/7/25 20:45,1.16.3,FR1,0,4.05,1.0,1,Pellet,Left,27,51,22,0,15.77,742.0,,
2/7/25 21:04,1.16.3,FR1,0,4.04,,1,Right,Left,27,52,22,0,,,0.63,
2/7/25 21:04,1.16.3,FR1,0,4.04,,1,Right,Left,27,53,22,0,,,0.24,
2/7/25 23:20,1.16.3,FR1,0,4.04,,1,Right,Left,27,54,22,0,,,0.06,
2/7/25 23:20,1.16.3,FR1,0,4.03,,1,Right,Left,27,55,22,0,,,0.25,
2/7/25 23:20,1.16.3,FR1,0,4.04,,1,Right,Left,27,56,22,0,,,0.13,
2/7/25 23:20,1.16.3,FR1,0,4.04,,1,Right,Left,27,57,22,0,,,0.06,
2/7/25 23:20,1.16.3,FR1,0,4.03,,1,Right,Left,27,58,22,0,,,0.13,
2/7/25 23:21,1.16.3,FR1,0,4.04,,1,Right,Left,27,59,22,0,,,0.25,
2/7/25 23:21,1.16.3,FR1,0,4.04,,1,Right,Left,27,60,22,0,,,0.39,
2/7/25 23:21,1.16.3,FR1,0,4.04,,1,Right,Left,27,61,22,0,,,0.23,
2/7/25 23:21,1.16.3,FR1,0,4.04,,1,Right,Left,27,62,22,0,,,0.13,
2/7/25 23:22,1.16.3,FR1,0,4.04,,1,Right,Left,27,63,22,0,,,0.62,
2/7/25 23:22,1.16.3,FR1,0,4.03,,1,Right,Left,27,64,22,0,,,0.0,
2/7/25 23:22,1.16.3,FR1,0,4.04,,1,Right,Left,27,65,22,0,,,0.54,
2/7/25 23:23,1.16.3,FR1,0,4.03,,1,Left,Left,28,65,22,0,,,0.41,
2/7/25 23:23,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,28,65,23,0,2.2,9440.0,,
2/7/25 23:24,1.16.3,FR1,0,4.05,,1,Right,Left,28,66,23,0,,,0.16,
2/7/25 23:24,1.16.3,FR1,0,4.04,,1,Right,Left,28,67,23,0,,,0.1,
2/7/25 23:24,1.16.3,FR1,0,4.03,,1,Right,Left,28,68,23,0,,,0.19,
2/7/25 23:25,1.16.3,FR1,0,4.04,,1,Left,Left,29,68,23,0,,,0.3,
2/7/25 23:25,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,29,68,24,0,2.02,168.0,,
2/7/25 23:26,1.16.3,FR1,0,4.04,,1,Left,Left,30,68,24,0,,,0.06,
2/7/25 23:26,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,30,68,25,0,3.3,54.0,,
2/7/25 23:30,1.16.3,FR1,0,4.04,,1,Left,Left,31,68,25,0,,,0.15,
2/7/25 23:30,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,31,68,26,0,2.38,232.0,,
2/7/25 23:33,1.16.3,FR1,0,4.04,,1,Left,Left,32,68,26,0,,,0.03,
2/7/25 23:33,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,32,68,27,0,3.24,194.0,,
2/7/25 23:48,1.16.3,FR1,0,4.04,,1,Left,Left,33,68,27,0,,,0.0,
2/7/25 23:48,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,33,68,28,0,2.93,886.0,,
2/7/25 23:50,1.16.3,FR1,0,4.03,,1,Right,Left,33,69,28,0,,,0.03,
2/7/25 23:50,1.16.3,FR1,0,4.03,,1,Left,Left,34,69,28,0,,,0.22,
2/7/25 23:50,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,34,69,29,0,0.97,101.0,,
2/7/25 23:53,1.16.3,FR1,0,4.04,,1,Left,Left,35,69,29,0,,,0.41,
2/7/25 23:53,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,35,69,30,0,3.06,168.0,,
2/8/25 0:01,1.16.3,FR1,0,4.04,,1,Left,Left,36,69,30,0,,,0.04,
2/8/25 0:01,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,36,69,31,0,4.04,495.0,,
2/8/25 0:02,1.16.3,FR1,0,4.03,,1,Left,Left,37,69,31,0,,,0.27,
2/8/25 0:02,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,37,69,32,0,1.4,37.0,,
2/8/25 0:04,1.16.3,FR1,0,4.04,,1,Left,Left,38,69,32,0,,,0.17,
2/8/25 0:04,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,38,69,33,0,3.42,144.0,,
2/8/25 0:19,1.16.3,FR1,0,4.04,,1,Left,Left,39,69,33,0,,,0.47,
2/8/25 0:19,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,39,69,34,0,4.04,890.0,,
2/8/25 0:20,1.16.3,FR1,0,4.03,,1,Left,Left,40,69,34,0,,,0.22,
2/8/25 0:20,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,40,69,35,0,1.22,52.0,,
2/8/25 0:20,1.16.3,FR1,0,4.03,,1,Left,Left,41,69,35,0,,,0.16,
2/8/25 0:20,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,41,69,36,0,2.63,41.0,,
2/8/25 0:22,1.16.3,FR1,0,4.03,,1,Left,Left,42,69,36,0,,,0.02,
2/8/25 0:22,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,42,69,37,0,2.69,72.0,,
2/8/25 0:22,1.16.3,FR1,0,4.04,,1,Right,Left,42,70,37,0,,,0.23,
2/8/25 0:22,1.16.3,FR1,0,4.03,,1,Left,Left,43,70,37,0,,,0.12,
2/8/25 0:22,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,43,70,38,0,3.36,43.0,,
2/8/25 0:36,1.16.3,FR1,0,4.03,,1,Left,Left,44,70,38,0,,,0.33,
2/8/25 0:36,1.16.3,FR1,0,4.04,6.0,1,Pellet,Left,44,70,39,0,13.92,847.0,,
2/8/25 0:37,1.16.3,FR1,0,4.04,,1,Left,Left,45,70,39,0,,,0.28,
2/8/25 0:38,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,45,70,40,0,3.36,67.0,,
2/8/25 0:38,1.16.3,FR1,0,4.03,,1,Left,Left,46,70,40,0,,,0.04,
2/8/25 0:39,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,46,70,41,0,4.89,61.0,,
2/8/25 0:39,1.16.3,FR1,0,4.03,,1,Left,Left,47,70,41,0,,,0.03,
2/8/25 0:39,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,47,70,42,0,2.62,46.0,,
2/8/25 0:40,1.16.3,FR1,0,4.03,,1,Left,Left,48,70,42,0,,,0.04,
2/8/25 0:40,1.16.3,FR1,0,4.03,3.0,1,Pellet,Left,48,70,43,0,10.78,45.0,,
2/8/25 0:40,1.16.3,FR1,0,4.04,,1,Left,Left,49,70,43,0,,,0.25,
2/8/25 0:41,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,49,70,44,0,2.44,29.0,,
2/8/25 0:41,1.16.3,FR1,0,4.03,,1,Left,Left,50,70,44,0,,,0.19,
2/8/25 0:41,1.16.3,FR1,0,4.04,1.0,1,Pellet,Left,50,70,45,0,2.26,33.0,,
2/8/25 0:42,1.16.3,FR1,0,4.03,,1,Left,Left,51,70,45,0,,,0.26,
2/8/25 0:42,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,51,70,46,0,2.75,33.0,,
2/8/25 0:42,1.16.3,FR1,0,4.04,,1,Left,Left,52,70,46,0,,,0.04,
2/8/25 0:42,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,52,70,47,0,5.33,40.0,,
2/8/25 0:48,1.16.3,FR1,0,4.03,,1,Left,Left,53,70,47,0,,,0.02,
2/8/25 0:48,1.16.3,FR1,0,4.03,,1,LeftDuringDispense,Left,54,70,47,0,,,0.16,
2/8/25 0:49,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,54,70,48,0,48.32,387.0,,
2/8/25 0:52,1.16.3,FR1,0,4.03,,1,Right,Left,54,71,48,0,,,0.14,
2/8/25 0:55,1.16.3,FR1,0,4.03,,1,Left,Left,55,71,48,0,,,0.02,
2/8/25 0:55,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,55,71,49,0,3.55,379.0,,
2/8/25 0:56,1.16.3,FR1,0,4.03,,1,Left,Left,56,71,49,0,,,0.17,
2/8/25 0:56,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,56,71,50,0,2.01,55.0,,
2/8/25 0:57,1.16.3,FR1,0,4.03,,1,Left,Left,57,71,50,0,,,0.23,
2/8/25 0:57,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,57,71,51,0,1.28,34.0,,
2/8/25 0:58,1.16.3,FR1,0,4.03,,1,Left,Left,58,71,51,0,,,0.08,
2/8/25 0:58,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,58,71,52,0,3.55,76.0,,
2/8/25 0:58,1.16.3,FR1,0,4.03,,1,Left,Left,59,71,52,0,,,0.13,
2/8/25 0:58,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,59,71,53,0,2.87,32.0,,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,72,53,0,,,0.51,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,73,53,0,,,0.29,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,74,53,0,,,0.41,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,75,53,0,,,0.31,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,76,53,0,,,0.87,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,77,53,0,,,0.47,
2/8/25 2:34,1.16.3,FR1,0,4.03,,1,Right,Left,59,78,53,0,,,0.48,
2/8/25 2:35,1.16.3,FR1,0,4.03,,1,Right,Left,59,79,53,0,,,0.18,
2/8/25 2:35,1.16.3,FR1,0,4.03,,1,Right,Left,59,80,53,0,,,0.46,
2/8/25 2:35,1.16.3,FR1,0,4.03,,1,Left,Left,60,80,53,0,,,0.42,
2/8/25 2:35,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,60,80,54,0,4.16,5796.0,,
2/8/25 2:36,1.16.3,FR1,0,4.03,,1,Left,Left,61,80,54,0,,,0.31,
2/8/25 2:36,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,61,80,55,0,2.08,61.0,,
2/8/25 2:37,1.16.3,FR1,0,4.03,,1,Left,Left,62,80,55,0,,,0.43,
2/8/25 2:37,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,62,80,56,0,1.58,41.0,,
2/8/25 2:37,1.16.3,FR1,0,4.03,,1,Left,Left,63,80,56,0,,,0.45,
2/8/25 2:37,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,63,80,57,0,0.97,27.0,,
2/8/25 2:38,1.16.3,FR1,0,4.03,,1,Left,Left,64,80,57,0,,,0.13,
2/8/25 2:38,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,64,80,58,0,0.79,32.0,,
2/8/25 2:38,1.16.3,FR1,0,4.03,,1,Left,Left,65,80,58,0,,,0.13,
2/8/25 2:38,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,65,80,59,0,2.51,41.0,,
2/8/25 2:39,1.16.3,FR1,0,4.03,,1,Left,Left,66,80,59,0,,,0.25,
2/8/25 2:39,1.16.3,FR1,0,4.03,2.0,1,Pellet,Left,66,80,60,0,1.03,31.0,,
2/8/25 2:40,1.16.3,FR1,0,4.03,,1,Left,Left,67,80,60,0,,,0.17,
2/8/25 2:40,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,67,80,61,0,1.58,50.0,,
2/8/25 2:40,1.16.3,FR1,0,4.03,,1,Left,Left,68,80,61,0,,,0.51,
2/8/25 2:40,1.16.3,FR1,0,4.03,1.0,1,Pellet,Left,68,80,62,0,0.79,49.0,,
2/8/25 2:48,1.16.3,FR1,0,4.03,,1,Right,Left,68,81,62,0,,,0.97,
2/8/25 2:49,1.16.3,FR1,0,4.03,,1,Right,Left,68,82,62,0,,,0.07,
2/8/25 2:49,1.16.3,FR1,0,4.03,,1,Right,Left,68,83,62,0,,,0.0,
2/8/25 2:50,1.16.3,FR1,0,4.03,,1,Right,Left,68,84,62,0,,,0.06,
2/8/25 2:50,1.16.3,FR1,0,4.03,,1,Right,Left,68,85,62,0,,,0.03,
2/8/25 2:50,1.16.3,FR1,0,4.03,,1,Right,Left,68,86,62,0,,,0.17,
2/8/25 2:51,1.16.3,FR1,0,4.03,,1,Right,Left,68,87,62,0,,,2.38,
2/8/25 2:51,1.16.3,FR1,0,4.03,,1,Right,Left,68,88,62,0,,,0.0,
2/8/25 2:51,1.16.3,FR1,0,4.03,,1,Right,Left,68,89,62,0,,,0.03,
2/8/25 2:51,1.16.3,FR1,0,4.03,,1,Right,Left,68,90,62,0,,,0.86,
2/8/25 2:51,1.16.3,FR1,0,4.03,,1,Right,Left,68,91,62,0,,,0.04,
2/8/25 2:52,1.16.3,FR1,0,4.03,,1,Right,Left,68,92,62,0,,,61.3,
2/8/25 2:52,1.16.3,FR1,0,4.03,,1,Right,Left,68,93,62,0,,,0.81,
2/8/25 2:52,1.16.3,FR1,0,4.03,,1,Right,Left,68,94,62,0,,,0.23,
2/8/25 2:52,1.16.3,FR1,0,4.03,,1,Right,Left,68,95,62,0,,,0.0,
2/8/25 2:52,1.16.3,FR1,0,4.03,,1,Right,Left,68,96,62,0,,,1.32,
2/8/25 2:53,1.16.3,FR1,0,4.03,,1,Right,Left,68,97,62,0,,,2.9,
2/8/25 2:53,1.16.3,FR1,0,4.03,,1,Right,Left,68,98,62,0,,,0.0,
2/8/25 2:54,1.16.3,FR1,0,4.03,,1,Right,Left,68,99,62,0,,,49.62,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,100,62,0,,,0.16,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,101,62,0,,,13.13,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,102,62,0,,,0.01,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,103,62,0,,,1.16,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,104,62,0,,,0.03,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,105,62,0,,,0.71,
2/8/25 2:57,1.16.3,FR1,0,4.03,,1,Right,Left,68,106,62,0,,,0.32,
2/8/25 2:58,1.16.3,FR1,0,4.03,,1,Right,Left,68,107,62,0,,,69.27,
2/8/25 2:58,1.16.3,FR1,0,4.03,,1,Right,Left,68,108,62,0,,,2.6,
2/8/25 2:58,1.16.3,FR1,0,4.03,,1,Right,Left,68,109,62,0,,,0.0,
2/8/25 2:59,1.16.3,FR1,0,4.03,,1,Right,Left,68,110,62,0,,,12.0,
2/8/25 3:00,1.16.3,FR1,0,4.03,,1,Right,Left,68,111,62,0,,,8.93,
2/8/25 3:00,1.16.3,FR1,0,4.03,,1,Right,Left,68,112,62,0,,,0.74,
2/8/25 3:00,1.16.3,FR1,0,4.03,,1,Right,Left,68,113,62,0,,,0.06,
2/8/25 3:00,1.16.3,FR1,0,4.03,,1,Right,Left,68,114,62,0,,,0.04,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,115,62,0,,,0.7,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,116,62,0,,,0.21,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,117,62,0,,,0.06,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,118,62,0,,,2.7,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,119,62,0,,,0.0,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,120,62,0,,,8.5,
2/8/25 3:01,1.16.3,FR1,0,4.03,,1,Right,Left,68,121,62,0,,,0.01,
2/8/25 3:04,1.16.3,FR1,0,4.03,,1,Right,Left,68,122,62,0,,,0.01,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,123,62,0,,,0.0,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,124,62,0,,,0.04,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,125,62,0,,,0.0,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,126,62,0,,,0.04,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,127,62,0,,,0.73,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,128,62,0,,,0.05,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,129,62,0,,,0.02,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,130,62,0,,,0.01,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,131,62,0,,,0.0,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,132,62,0,,,0.0,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,133,62,0,,,0.0,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,134,62,0,,,0.04,
2/8/25 3:05,1.16.3,FR1,0,4.03,,1,Right,Left,68,135,62,0,,,0.06,
2/8/25 3:06,1.16.3,FR1,0,4.03,,1,Right,Left,68,136,62,0,,,0.01,
