MM:DD:YYYY,hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/14/93,11:03:00 AM,1.16.3,FR1,0,4.16,nan,1,Left,Left,1,0,0,0,nan,nan,0.43
3/14/93,11:07:00 AM,1.16.3,FR1,0,4.16,nan,1,RightWithPellet,Left,1,1,0,0,nan,nan,0.68
3/14/93,11:10:00 AM,1.16.3,FR1,0,4.16,nan,1,RightWithPellet,Left,1,2,0,0,nan,nan,0.3
3/14/93,11:30:00 AM,1.16.3,FR1,0,4.16,nan,1,RightWithPellet,Left,1,3,0,0,nan,nan,0.01
3/14/93,11:33:00 AM,1.16.3,FR1,0,4.16,3,1,Pellet,Left,1,3,1,0,Timed_out,nan,nan
3/14/93,11:36:00 AM,1.16.3,FR1,0,4.16,nan,1,Right,Left,1,4,1,0,nan,nan,0.47
3/14/93,11:36:00 AM,1.16.3,FR1,0,4.16,nan,1,Right,Left,1,5,1,0,nan,nan,0.17
3/14/93,11:38:00 AM,1.16.3,FR1,0,4.16,nan,1,Left,Left,2,5,1,0,nan,nan,0.87
3/14/93,11:38:00 AM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,2,5,2,0,11.58,295,nan
3/14/93,11:55:00 AM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,6,2,0,nan,nan,0.01
3/14/93,12:03:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,7,2,0,nan,nan,0.04
3/14/93,12:06:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,8,2,0,nan,nan,0.17
3/14/93,12:06:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,9,2,0,nan,nan,0.57
3/14/93,12:07:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,10,2,0,nan,nan,0.04
3/14/93,12:07:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,11,2,0,nan,nan,0.09
3/14/93,12:07:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,12,2,0,nan,nan,0
3/14/93,12:46:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,13,2,0,nan,nan,0.06
3/14/93,12:46:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,2,14,2,0,nan,nan,0.71
3/14/93,12:46:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,3,14,2,0,nan,nan,0.15
3/14/93,12:47:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,3,14,3,0,25.23,4120,nan
3/14/93,12:56:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,3,15,3,0,nan,nan,0.02
3/14/93,1:00:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,4,15,3,0,nan,nan,0.02
3/14/93,1:00:00 PM,1.16.3,FR1,0,4.16,3,1,Pellet,Left,4,15,4,0,3.73,826,nan
3/14/93,1:06:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,4,16,4,0,nan,nan,0.11
3/14/93,1:11:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,4,17,4,0,nan,nan,0.23
3/14/93,1:12:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,5,17,4,0,nan,nan,0.5
3/14/93,1:12:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,5,17,5,0,13.05,705,nan
3/14/93,1:13:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,6,17,5,0,nan,nan,0.18
3/14/93,1:13:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,6,17,6,0,3.6,52,nan
3/14/93,1:14:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,7,17,6,0,nan,nan,0.16
3/14/93,1:14:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,7,17,7,0,10.84,86,nan
3/14/93,1:20:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,8,17,7,0,nan,nan,0.38
3/14/93,1:21:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,8,17,8,0,17.48,372,nan
3/14/93,1:27:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,9,17,8,0,nan,nan,0.09
3/14/93,1:27:00 PM,1.16.3,FR1,0,4.16,nan,1,LeftDuringDispense,Left,10,17,8,0,nan,nan,0.09
3/14/93,1:27:00 PM,1.16.3,FR1,0,4.16,2,1,Pellet,Left,10,17,9,0,9.86,376,nan
3/14/93,1:31:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,11,17,9,0,nan,nan,0.44
3/14/93,1:31:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,11,17,10,0,4.34,228,nan
3/14/93,1:45:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,12,17,10,0,nan,nan,0.28
3/14/93,1:46:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,12,17,11,0,6,895,nan
3/14/93,1:46:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,13,17,11,0,nan,nan,0.03
3/14/93,1:46:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,13,17,12,0,16.86,52,nan
3/14/93,1:48:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,14,17,12,0,nan,nan,0
3/14/93,1:48:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,14,17,13,0,8.14,93,nan
3/14/93,1:57:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,14,18,13,0,nan,nan,0.01
3/14/93,2:00:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,15,18,13,0,nan,nan,0.54
3/14/93,2:00:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,15,18,14,0,1.64,704,nan
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,16,18,14,0,nan,nan,0.08
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.15,nan,1,LeftDuringDispense,Left,17,18,14,0,nan,nan,0.06
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.16,nan,1,LeftDuringDispense,Left,18,18,14,0,nan,nan,0.06
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.16,2,1,Pellet,Left,18,18,15,0,1.03,56,nan
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,18,19,15,0,nan,nan,0.42
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,18,20,15,0,nan,nan,0.73
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,19,20,15,0,nan,nan,0.07
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.16,nan,1,LeftDuringDispense,Left,20,20,15,0,nan,nan,0.11
3/14/93,2:01:00 PM,1.16.3,FR1,0,4.15,3,1,Pellet,Left,20,20,16,0,3.79,46,nan
3/14/93,2:12:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,21,20,16,0,nan,nan,0.09
3/14/93,2:12:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,21,20,17,0,1.4,660,nan
3/14/93,2:13:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,22,20,17,0,nan,nan,0.09
3/14/93,2:13:00 PM,1.16.3,FR1,0,4.15,nan,1,RightWithPellet,Left,22,21,17,0,nan,nan,0.21
3/14/93,2:13:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,22,21,18,0,5.75,50,nan
3/14/93,2:14:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,23,21,18,0,nan,nan,0.41
3/14/93,2:14:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,23,21,19,0,2.13,37,nan
3/14/93,2:14:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,24,21,19,0,nan,nan,0.12
3/14/93,2:14:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,24,21,20,0,0.6,17,nan
3/14/93,2:14:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,25,21,20,0,nan,nan,0.02
3/14/93,2:14:00 PM,1.16.3,FR1,0,4.16,2,1,Pellet,Left,25,21,21,0,2.93,24,nan
3/14/93,2:15:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,25,22,21,0,nan,nan,0.26
3/14/93,2:24:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,26,22,21,0,nan,nan,0.46
3/14/93,2:24:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,26,22,22,0,2.32,569,nan
3/14/93,2:24:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,26,23,22,0,nan,nan,0.19
3/14/93,2:24:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,27,23,22,0,nan,nan,0.02
3/14/93,2:24:00 PM,1.16.3,FR1,0,4.16,nan,1,LeftDuringDispense,Left,28,23,22,0,nan,nan,0.06
3/14/93,2:25:00 PM,1.16.3,FR1,0,4.16,2,1,Pellet,Left,28,23,23,0,0.91,35,nan
3/14/93,2:37:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,29,23,23,0,nan,nan,0.36
3/14/93,2:37:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,29,23,24,0,2.81,736,nan
3/14/93,2:38:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,30,23,24,0,nan,nan,0.16
3/14/93,2:38:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,30,23,25,0,5.02,50,nan
3/14/93,2:41:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,30,24,25,0,nan,nan,0.42
3/14/93,2:45:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,31,24,25,0,nan,nan,0.09
3/14/93,2:45:00 PM,1.16.3,FR1,0,4.16,nan,1,LeftDuringDispense,Left,32,24,25,0,nan,nan,0.09
3/14/93,2:45:00 PM,1.16.3,FR1,0,4.16,3,1,Pellet,Left,32,24,26,0,1.16,425,nan
3/14/93,2:46:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,32,25,26,0,nan,nan,0.34
3/14/93,2:46:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,33,25,26,0,nan,nan,0.01
3/14/93,2:46:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,33,25,27,0,1.09,98,nan
3/14/93,2:47:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,33,26,27,0,nan,nan,0.04
3/14/93,2:47:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,34,26,27,0,nan,nan,0.15
3/14/93,2:47:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,34,26,28,0,0.73,57,nan
3/14/93,2:48:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,35,26,28,0,nan,nan,0.11
3/14/93,2:48:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,35,26,29,0,2.63,39,nan
3/14/93,2:48:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,36,26,29,0,nan,nan,0.05
3/14/93,2:49:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,36,26,30,0,0.91,33,nan
3/14/93,2:53:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,37,26,30,0,nan,nan,0.13
3/14/93,2:53:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,37,26,31,0,2.14,265,nan
3/14/93,3:01:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,38,26,31,0,nan,nan,0.25
3/14/93,3:01:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,38,26,32,0,2.2,461,nan
3/14/93,3:15:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,39,26,32,0,nan,nan,0.11
3/14/93,3:16:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,39,26,33,0,1.52,894,nan
3/14/93,3:16:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,40,26,33,0,nan,nan,0.53
3/14/93,3:16:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,40,26,34,0,2.5,47,nan
3/14/93,3:17:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,41,26,34,0,nan,nan,0.17
3/14/93,3:17:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,41,26,35,0,1.28,52,nan
3/14/93,3:18:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,42,26,35,0,nan,nan,0.2
3/14/93,3:18:00 PM,1.16.3,FR1,0,4.16,1,1,Pellet,Left,42,26,36,0,2.26,47,nan
3/14/93,3:19:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,43,26,36,0,nan,nan,0.45
3/14/93,3:19:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,43,26,37,0,2.01,38,nan
3/14/93,3:29:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,43,27,37,0,nan,nan,0
3/14/93,3:29:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,43,28,37,0,nan,nan,0.37
3/14/93,3:29:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,43,29,37,0,nan,nan,0.52
3/14/93,3:29:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,43,30,37,0,nan,nan,0.54
3/14/93,3:29:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,43,31,37,0,nan,nan,0.58
3/14/93,3:29:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,43,32,37,0,nan,nan,0
3/14/93,3:30:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,43,33,37,0,nan,nan,1.11
3/14/93,3:30:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,43,34,37,0,nan,nan,0.42
3/14/93,3:30:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,43,35,37,0,nan,nan,0
3/14/93,3:30:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,43,36,37,0,nan,nan,0.36
3/14/93,3:32:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,44,36,37,0,nan,nan,0.04
3/14/93,3:32:00 PM,1.16.3,FR1,0,4.15,nan,1,LeftDuringDispense,Left,45,36,37,0,nan,nan,0.12
3/14/93,3:32:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,45,36,38,0,1.77,794,nan
3/14/93,3:32:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,46,36,38,0,nan,nan,0.25
3/14/93,3:32:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,46,36,39,0,1.89,29,nan
3/14/93,3:33:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,47,36,39,0,nan,nan,0.17
3/14/93,3:33:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,47,36,40,0,0.79,61,nan
3/14/93,3:34:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,48,36,40,0,nan,nan,0.27
3/14/93,3:34:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,48,36,41,0,0.97,46,nan
3/14/93,3:39:00 PM,1.16.3,FR1,0,4.16,nan,1,Left,Left,49,36,41,0,nan,nan,0.38
3/14/93,3:39:00 PM,1.16.3,FR1,0,4.16,2,1,Pellet,Left,49,36,42,0,2.32,301,nan
3/14/93,3:42:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,50,36,42,0,nan,nan,0.4
3/14/93,3:42:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,50,36,43,0,2.75,151,nan
3/14/93,3:47:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,50,37,43,0,nan,nan,0.16
3/14/93,3:47:00 PM,1.16.3,FR1,0,4.16,nan,1,Right,Left,50,38,43,0,nan,nan,0.02
3/14/93,3:47:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,50,39,43,0,nan,nan,0.27
3/14/93,4:30:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,50,40,43,0,nan,nan,0.05
3/14/93,4:39:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,51,40,43,0,nan,nan,0.19
3/14/93,4:39:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,51,40,44,0,2.2,3422,nan
3/14/93,4:40:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,52,40,44,0,nan,nan,0.08
3/14/93,4:40:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,52,40,45,0,0.6,68,nan
3/14/93,4:41:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,53,40,45,0,nan,nan,0.02
3/14/93,4:41:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,53,40,46,0,0.79,46,nan
3/14/93,4:41:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,54,40,46,0,nan,nan,0.18
3/14/93,4:41:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,54,40,47,0,2.87,41,nan
3/14/93,4:43:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,55,40,47,0,nan,nan,0.04
3/14/93,4:43:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,55,40,48,0,2.07,110,nan
3/14/93,5:29:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,56,40,48,0,nan,nan,0.02
3/14/93,5:29:00 PM,1.16.3,FR1,0,4.15,1,1,Pellet,Left,56,40,49,0,1.09,2732,nan
3/14/93,5:35:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,57,40,49,0,nan,nan,0.04
3/14/93,5:35:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,57,40,50,0,2.32,384,nan
3/14/93,5:36:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,58,40,50,0,nan,nan,0.18
3/14/93,5:36:00 PM,1.16.3,FR1,0,4.13,2,1,Pellet,Left,58,40,51,0,2.38,68,nan
3/14/93,5:37:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,59,40,51,0,nan,nan,0.13
3/14/93,5:37:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,59,40,52,0,1.95,52,nan
3/14/93,5:38:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,60,40,52,0,nan,nan,0.04
3/14/93,5:38:00 PM,1.16.3,FR1,0,4.13,nan,1,LeftDuringDispense,Left,61,40,52,0,nan,nan,0.03
3/14/93,5:38:00 PM,1.16.3,FR1,0,4.13,2,1,Pellet,Left,61,40,53,0,2.01,36,nan
3/14/93,5:38:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,62,40,53,0,nan,nan,0.03
3/14/93,5:38:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,62,40,54,0,1.58,23,nan
3/14/93,5:38:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,63,40,54,0,nan,nan,0.02
3/14/93,5:39:00 PM,1.16.3,FR1,0,4.14,nan,1,LeftDuringDispense,Left,64,40,54,0,nan,nan,0.17
3/14/93,5:39:00 PM,1.16.3,FR1,0,4.13,nan,1,LeftWithPellet,Left,65,40,54,0,nan,nan,0.46
3/14/93,5:39:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,65,40,55,0,2.51,36,nan
3/14/93,5:39:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,65,41,55,0,nan,nan,0.35
3/14/93,5:39:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,66,41,55,0,nan,nan,0.03
3/14/93,5:39:00 PM,1.16.3,FR1,0,4.14,nan,1,LeftDuringDispense,Left,67,41,55,0,nan,nan,0.01
3/14/93,5:40:00 PM,1.16.3,FR1,0,4.15,2,1,Pellet,Left,67,41,56,0,1.64,59,nan
3/14/93,5:40:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,68,41,56,0,nan,nan,0.04
3/14/93,5:40:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,68,41,57,0,1.22,21,nan
3/14/93,5:52:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,69,41,57,0,nan,nan,0.18
3/14/93,5:52:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,69,41,58,0,1.83,731,nan
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,42,58,0,nan,nan,0.04
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,43,58,0,nan,nan,0.25
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,44,58,0,nan,nan,0
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,45,58,0,nan,nan,0.03
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,46,58,0,nan,nan,0
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,47,58,0,nan,nan,0.22
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,48,58,0,nan,nan,0.12
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,49,58,0,nan,nan,0.03
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,50,58,0,nan,nan,0.1
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,51,58,0,nan,nan,0.13
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,52,58,0,nan,nan,0
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,53,58,0,nan,nan,0.01
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,54,58,0,nan,nan,0.56
3/14/93,5:58:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,55,58,0,nan,nan,0.15
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,69,56,58,0,nan,nan,0.23
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.15,nan,1,Right,Left,69,57,58,0,nan,nan,0.14
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,70,57,58,0,nan,nan,0.08
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,70,57,59,0,2.38,395,nan
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,71,57,59,0,nan,nan,0.11
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,71,57,60,0,1.28,24,nan
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,72,57,60,0,nan,nan,0.17
3/14/93,5:59:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,72,57,61,0,1.16,24,nan
3/14/93,6:00:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,73,57,61,0,nan,nan,0.48
3/14/93,6:00:00 PM,1.16.3,FR1,0,4.14,nan,1,LeftDuringDispense,Left,74,57,61,0,nan,nan,0.07
3/14/93,6:00:00 PM,1.16.3,FR1,0,4.14,nan,1,LeftDuringDispense,Left,75,57,61,0,nan,nan,0.38
3/14/93,6:00:00 PM,1.16.3,FR1,0,4.14,nan,1,LeftDuringDispense,Left,76,57,61,0,nan,nan,0.01
3/14/93,6:00:00 PM,1.16.3,FR1,0,4.15,4,1,Pellet,Left,76,57,62,0,1.15,56,nan
3/14/93,6:19:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,77,57,62,0,nan,nan,0.38
3/14/93,6:19:00 PM,1.16.3,FR1,0,4.12,1,1,Pellet,Left,77,57,63,0,0.91,1110,nan
3/14/93,6:40:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,78,57,63,0,nan,nan,0.18
3/14/93,6:40:00 PM,1.16.3,FR1,0,4.14,nan,1,LeftDuringDispense,Left,79,57,63,0,nan,nan,0.16
3/14/93,6:40:00 PM,1.16.3,FR1,0,4.13,2,1,Pellet,Left,79,57,64,0,0.91,1264,nan
3/14/93,6:41:00 PM,1.16.3,FR1,0,4.15,nan,1,Left,Left,80,57,64,0,nan,nan,0.1
3/14/93,6:41:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,80,57,65,0,1.28,35,nan
3/14/93,6:42:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,81,57,65,0,nan,nan,0.33
3/14/93,6:42:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,81,57,66,0,1.83,103,nan
3/14/93,6:43:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,82,57,66,0,nan,nan,0.18
3/14/93,6:43:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,82,57,67,0,0.67,62,nan
3/14/93,8:11:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,83,57,67,0,nan,nan,0.02
3/14/93,8:11:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,83,57,68,0,2.01,5244,nan
3/14/93,8:11:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,84,57,68,0,nan,nan,0.12
3/14/93,8:11:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,84,57,69,0,1.16,38,nan
3/14/93,8:12:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,85,57,69,0,nan,nan,0.06
3/14/93,8:12:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,85,57,70,0,1.22,60,nan
3/14/93,8:13:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,86,57,70,0,nan,nan,0.3
3/14/93,8:13:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,86,57,71,0,1.28,50,nan
3/14/93,8:27:00 PM,1.16.3,FR1,0,4.14,nan,1,Right,Left,86,58,71,0,nan,nan,0.51
3/14/93,9:11:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,87,58,71,0,nan,nan,0.2
3/14/93,9:11:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,87,58,72,0,0.91,3451,nan
3/14/93,9:12:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,88,58,72,0,nan,nan,0.16
3/14/93,9:12:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,88,58,73,0,0.85,102,nan
3/14/93,9:13:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,89,58,73,0,nan,nan,0.22
3/14/93,9:13:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,89,58,74,0,1.52,48,nan
3/14/93,9:23:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,90,58,74,0,nan,nan,0.02
3/14/93,9:23:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,90,58,75,0,1.4,604,nan
3/14/93,9:24:00 PM,1.16.3,FR1,0,4.14,nan,1,Left,Left,91,58,75,0,nan,nan,0
3/14/93,9:24:00 PM,1.16.3,FR1,0,4.14,1,1,Pellet,Left,91,58,76,0,1.22,63,nan
3/14/93,9:25:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,92,58,76,0,nan,nan,0.03
3/14/93,9:25:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,92,58,77,0,1.09,29,nan
3/14/93,9:25:00 PM,1.16.3,FR1,0,4.13,nan,1,Left,Left,93,58,77,0,nan,nan,0.22
3/14/93,9:25:00 PM,1.16.3,FR1,0,4.13,1,1,Pellet,Left,93,58,78,0,1.09,37,nan
