MM:DD:YYYY,hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/15/93,6:09:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,259,132,232,0,nan,nan,0.16
3/15/93,6:09:00 PM,1.16.3,FR1,0,4.08,1,1,Pellet,Left,259,132,233,0,0.73,26,nan
3/15/93,6:17:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,260,132,233,0,nan,nan,0.16
3/15/93,6:17:00 PM,1.16.3,FR1,0,4.08,1,1,Pellet,Left,260,132,234,0,0.48,488,nan
3/15/93,6:19:00 PM,1.16.3,FR1,0,4.09,nan,1,Left,Left,261,132,234,0,nan,nan,0.02
3/15/93,6:19:00 PM,1.16.3,FR1,0,4.08,1,1,Pellet,Left,261,132,235,0,1.03,121,nan
3/15/93,6:20:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,262,132,235,0,nan,nan,0.31
3/15/93,6:20:00 PM,1.16.3,FR1,0,4.08,1,1,Pellet,Left,262,132,236,0,0.91,23,nan
3/15/93,6:20:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,263,132,236,0,nan,nan,0.27
3/15/93,6:20:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,263,132,237,0,0.73,20,nan
3/15/93,6:25:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,264,132,237,0,nan,nan,0.29
3/15/93,6:25:00 PM,1.16.3,FR1,0,4.08,2,1,Pellet,Left,264,132,238,0,0.55,320,nan
3/15/93,7:23:00 PM,1.16.3,FR1,0,4.09,nan,1,Right,Left,264,133,238,0,nan,nan,0.16
3/15/93,7:31:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,265,133,238,0,nan,nan,0.3
3/15/93,7:31:00 PM,1.16.3,FR1,0,4.08,1,1,Pellet,Left,265,133,239,0,0.61,3964,nan
3/15/93,7:34:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,266,133,239,0,nan,nan,0.34
3/15/93,7:34:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,266,133,240,0,0.73,182,nan
3/15/93,7:35:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,267,133,240,0,nan,nan,0.06
3/15/93,7:35:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,267,133,241,0,0.61,27,nan
3/15/93,7:35:00 PM,1.16.3,FR1,0,4.08,nan,1,Left,Left,268,133,241,0,nan,nan,0.21
3/15/93,7:35:00 PM,1.16.3,FR1,0,4.08,1,1,Pellet,Left,268,133,242,0,0.36,18,nan
3/15/93,7:51:00 PM,1.16.3,FR1,0,4.07,nan,1,Right,Left,268,134,242,0,nan,nan,0.29
3/15/93,7:52:00 PM,1.16.3,FR1,0,4.07,nan,1,Right,Left,268,135,242,0,nan,nan,0.1
3/15/93,9:20:00 PM,1.16.3,FR1,0,4.07,nan,1,Right,Left,268,136,242,0,nan,nan,0.3
3/15/93,9:22:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,269,136,242,0,nan,nan,0.08
3/15/93,9:22:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,269,136,243,0,2.57,6395,nan
3/15/93,9:22:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,270,136,243,0,nan,nan,0.23
3/15/93,9:22:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,270,136,244,0,0.79,28,nan
3/15/93,9:23:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,271,136,244,0,nan,nan,0.22
3/15/93,9:23:00 PM,1.16.3,FR1,0,4.07,3,1,Pellet,Left,271,136,245,0,0.61,26,nan
3/15/93,9:23:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,272,136,245,0,nan,nan,0.11
3/15/93,9:23:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,272,136,246,0,0.61,19,nan
3/15/93,9:23:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,273,136,246,0,nan,nan,0.08
3/15/93,9:23:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,273,136,247,0,0.36,23,nan
3/15/93,10:41:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,274,136,247,0,nan,nan,0.03
3/15/93,10:41:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,274,136,248,0,0.48,4659,nan
3/15/93,10:41:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,275,136,248,0,nan,nan,0.1
3/15/93,10:41:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,275,136,249,0,0.85,27,nan
3/15/93,10:43:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,276,136,249,0,nan,nan,0.06
3/15/93,10:43:00 PM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,276,136,250,0,0.97,80,nan
3/15/93,10:46:00 PM,1.16.3,FR1,0,4.07,nan,1,Right,Left,276,137,250,0,nan,nan,0.46
3/15/93,10:47:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,277,137,250,0,nan,nan,0.71
3/15/93,10:47:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,277,137,251,0,1.03,269,nan
3/15/93,10:48:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,278,137,251,0,nan,nan,0.15
3/15/93,10:48:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,278,137,252,0,0.48,29,nan
3/15/93,10:49:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,279,137,252,0,nan,nan,0.03
3/15/93,10:49:00 PM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,279,137,253,0,1.22,57,nan
3/15/93,10:59:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,280,137,253,0,nan,nan,0.2
3/15/93,10:59:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,280,137,254,0,0.79,604,nan
3/15/93,10:59:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,281,137,254,0,nan,nan,0.23
3/15/93,10:59:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,281,137,255,0,0.91,23,nan
3/15/93,11:07:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,282,137,255,0,nan,nan,0.21
3/15/93,11:07:00 PM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,282,137,256,0,0.67,447,nan
3/15/93,11:23:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,283,137,256,0,nan,nan,0.74
3/15/93,11:23:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,283,137,257,0,0.67,994,nan
3/15/93,11:24:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,284,137,257,0,nan,nan,0.15
3/15/93,11:24:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,284,137,258,0,0.48,33,nan
3/15/93,11:24:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,285,137,258,0,nan,nan,0.13
3/15/93,11:24:00 PM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,285,137,259,0,1.16,22,nan
3/15/93,11:25:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,286,137,259,0,nan,nan,0.1
3/15/93,11:25:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,286,137,260,0,0.79,25,nan
3/15/93,11:25:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,287,137,260,0,nan,nan,0.19
3/15/93,11:25:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,287,137,261,0,0.97,26,nan
3/15/93,11:25:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,288,137,261,0,nan,nan,0.17
3/15/93,11:25:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,288,137,262,0,1.1,24,nan
3/15/93,11:26:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,289,137,262,0,nan,nan,0.22
3/15/93,11:26:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,289,137,263,0,0.67,23,nan
3/15/93,11:27:00 PM,1.16.3,FR1,0,4.07,nan,1,Right,Left,289,138,263,0,nan,nan,0.11
3/15/93,11:31:00 PM,1.16.3,FR1,0,4.07,nan,1,Left,Left,290,138,263,0,nan,nan,0.14
3/15/93,11:31:00 PM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,290,138,264,0,0.55,306,nan
3/15/93,11:36:00 PM,1.16.3,FR1,0,4.07,nan,1,Right,Left,290,139,264,0,nan,nan,0.77
3/16/93,12:33:10 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,291,139,264,0,nan,nan,0.3
3/16/93,12:33:12 AM,1.16.3,FR1,0,4.07,nan,1,LeftDuringDispense,Left,292,139,264,0,nan,nan,0.02
3/16/93,12:33:16 AM,1.16.3,FR1,0,4.07,3,1,Pellet,Left,292,139,265,0,1.52,-1378685,nan
3/16/93,12:33:43 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,293,139,265,0,nan,nan,0.11
3/16/93,12:33:45 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,293,139,266,0,0.73,29,nan
3/16/93,12:34:12 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,294,139,266,0,nan,nan,0.11
3/16/93,12:34:13 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,294,139,267,0,0.48,28,nan
3/16/93,12:48:45 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,295,139,267,0,nan,nan,0.09
3/16/93,12:48:47 AM,1.16.3,FR1,0,4.07,nan,1,LeftDuringDispense,Left,296,139,267,0,nan,nan,0.04
3/16/93,12:48:52 AM,1.16.3,FR1,0,4.07,3,1,Pellet,Left,296,139,268,0,1.34,879,nan
3/16/93,12:49:09 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,297,139,268,0,nan,nan,0.16
3/16/93,12:49:11 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,297,139,269,0,1.28,19,nan
3/16/93,12:49:30 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,298,139,269,0,nan,nan,0.05
3/16/93,12:49:31 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,298,139,270,0,0.67,20,nan
3/16/93,12:49:58 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,299,139,270,0,nan,nan,0.03
3/16/93,12:50:00 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,299,139,271,0,0.79,29,nan
3/16/93,12:50:31 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,300,139,271,0,nan,nan,0.1
3/16/93,12:50:32 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,300,139,272,0,0.61,32,nan
3/16/93,12:50:51 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,301,139,272,0,nan,nan,0.17
3/16/93,12:50:53 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,301,139,273,0,0.73,21,nan
3/16/93,12:54:45 AM,1.16.3,FR1,0,4.07,nan,1,Right,Left,301,140,273,0,nan,nan,0.37
3/16/93,12:54:46 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,301,141,273,0,nan,nan,0.34
3/16/93,1:00:20 AM,1.16.3,FR1,0,4.07,nan,1,Right,Left,301,142,273,0,nan,nan,0.85
3/16/93,1:36:05 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,302,142,273,0,nan,nan,0.29
3/16/93,1:36:08 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,302,142,274,0,2.2,2715,nan
3/16/93,1:36:30 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,303,142,274,0,nan,nan,0.07
3/16/93,1:36:33 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,303,142,275,0,1.95,25,nan
3/16/93,1:36:56 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,304,142,275,0,nan,nan,0.12
3/16/93,1:36:57 AM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,304,142,276,0,0.73,24,nan
3/16/93,1:37:18 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,305,142,276,0,nan,nan,0.09
3/16/93,1:37:18 AM,1.16.3,FR1,0,4.07,nan,1,LeftDuringDispense,Left,306,142,276,0,nan,nan,0.09
3/16/93,1:37:22 AM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,306,142,277,0,0.73,25,nan
3/16/93,1:37:45 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,307,142,277,0,nan,nan,0.1
3/16/93,1:37:50 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,307,142,278,0,1.46,28,nan
3/16/93,1:38:18 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,308,142,278,0,nan,nan,0.36
3/16/93,1:38:22 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,308,142,279,0,0.55,32,nan
3/16/93,1:38:44 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,309,142,279,0,nan,nan,0.17
3/16/93,1:38:45 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,309,142,280,0,0.61,23,nan
3/16/93,1:39:10 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,310,142,280,0,nan,nan,0.09
3/16/93,1:39:11 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,310,142,281,0,0.55,26,nan
3/16/93,1:39:36 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,311,142,281,0,nan,nan,0.22
3/16/93,1:39:37 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,311,142,282,0,0.73,26,nan
3/16/93,1:40:00 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,312,142,282,0,nan,nan,0.08
3/16/93,1:40:00 AM,1.16.3,FR1,0,4.07,nan,1,LeftDuringDispense,Left,313,142,282,0,nan,nan,0.14
3/16/93,1:40:04 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,313,142,283,0,0.67,27,nan
3/16/93,1:40:26 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,314,142,283,0,nan,nan,0.06
3/16/93,1:40:26 AM,1.16.3,FR1,0,4.05,nan,1,LeftDuringDispense,Left,315,142,283,0,nan,nan,0.03
3/16/93,1:40:30 AM,1.16.3,FR1,0,4.07,2,1,Pellet,Left,315,142,284,0,0.61,26,nan
3/16/93,1:46:07 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,316,142,284,0,nan,nan,0.36
3/16/93,1:46:09 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,316,142,285,0,0.79,339,nan
3/16/93,1:46:33 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,317,142,285,0,nan,nan,0.05
3/16/93,1:46:34 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,317,142,286,0,0.61,25,nan
3/16/93,1:52:39 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,317,143,286,0,nan,nan,0.06
3/16/93,2:00:18 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,317,144,286,0,nan,nan,0.18
3/16/93,2:44:01 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,317,145,286,0,nan,nan,0.38
3/16/93,2:44:05 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,318,145,286,0,nan,nan,0.43
3/16/93,2:44:07 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,318,145,287,0,0.73,3453,nan
3/16/93,2:44:32 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,319,145,287,0,nan,nan,0.27
3/16/93,2:44:34 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,319,145,288,0,0.97,27,nan
3/16/93,2:55:15 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,320,145,288,0,nan,nan,0.1
3/16/93,2:55:16 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,320,145,289,0,0.61,642,nan
3/16/93,2:55:38 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,321,145,289,0,nan,nan,0.16
3/16/93,2:55:39 AM,1.16.3,FR1,0,4.07,1,1,Pellet,Left,321,145,290,0,0.67,23,nan
3/16/93,2:56:06 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,322,145,290,0,nan,nan,0.04
3/16/93,2:56:07 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,322,145,291,0,0.48,28,nan
3/16/93,2:56:40 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,323,145,291,0,nan,nan,0.44
3/16/93,2:56:41 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,323,145,292,0,0.48,34,nan
3/16/93,2:57:04 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,324,145,292,0,nan,nan,0.27
3/16/93,2:57:05 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,324,145,293,0,0.73,24,nan
3/16/93,3:03:27 AM,1.16.3,FR1,0,4.05,nan,1,Right,Left,324,146,293,0,nan,nan,0.1
3/16/93,3:03:28 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,324,147,293,0,nan,nan,0
3/16/93,3:03:30 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,324,148,293,0,nan,nan,0.24
3/16/93,3:03:32 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,325,148,293,0,nan,nan,0.26
3/16/93,3:03:36 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,325,148,294,0,0.67,391,nan
3/16/93,3:03:54 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,326,148,294,0,nan,nan,0.25
3/16/93,3:03:55 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,326,148,295,0,0.42,19,nan
3/16/93,3:04:11 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,327,148,295,0,nan,nan,0.47
3/16/93,3:04:12 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,327,148,296,0,0.79,17,nan
3/16/93,3:04:31 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,328,148,296,0,nan,nan,0
3/16/93,3:04:32 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,328,148,297,0,0.73,20,nan
3/16/93,3:04:54 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,329,148,297,0,nan,nan,0.07
3/16/93,3:04:57 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,329,148,298,0,1.52,25,nan
3/16/93,3:21:45 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,330,148,298,0,nan,nan,0.22
3/16/93,3:21:46 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,330,148,299,0,0.55,1009,nan
3/16/93,3:22:19 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,331,148,299,0,nan,nan,0.12
3/16/93,3:22:21 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,331,148,300,0,0.61,35,nan
3/16/93,3:22:44 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,332,148,300,0,nan,nan,0.22
3/16/93,3:22:46 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,332,148,301,0,0.97,25,nan
3/16/93,3:26:10 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,333,148,301,0,nan,nan,0.46
3/16/93,3:26:16 AM,1.16.3,FR1,0,4.06,3,1,Pellet,Left,333,148,302,0,1.4,210,nan
3/16/93,3:34:17 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,334,148,302,0,nan,nan,0.06
3/16/93,3:34:20 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,334,148,303,0,1.95,484,nan
3/16/93,3:40:04 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,335,148,303,0,nan,nan,0.07
3/16/93,3:40:06 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,335,148,304,0,1.03,346,nan
3/16/93,3:40:27 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,336,148,304,0,nan,nan,0.4
3/16/93,3:40:29 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,336,148,305,0,0.48,23,nan
3/16/93,3:40:46 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,337,148,305,0,nan,nan,0.03
3/16/93,3:40:46 AM,1.16.3,FR1,0,4.06,nan,1,LeftDuringDispense,Left,338,148,305,0,nan,nan,0.04
3/16/93,3:40:51 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,338,148,306,0,1.77,22,nan
3/16/93,3:41:09 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,339,148,306,0,nan,nan,0.15
3/16/93,3:41:11 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,339,148,307,0,0.42,19,nan
3/16/93,3:41:28 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,340,148,307,0,nan,nan,0.12
3/16/93,3:41:30 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,340,148,308,0,0.85,20,nan
3/16/93,3:41:56 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,341,148,308,0,nan,nan,0.25
3/16/93,3:41:57 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,341,148,309,0,0.55,27,nan
3/16/93,3:42:20 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,342,148,309,0,nan,nan,0.13
3/16/93,3:42:21 AM,1.16.3,FR1,0,4.05,2,1,Pellet,Left,342,148,310,0,0.48,24,nan
3/16/93,3:42:57 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,343,148,310,0,nan,nan,0.24
3/16/93,3:42:58 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,343,148,311,0,0.42,37,nan
3/16/93,4:03:34 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,344,148,311,0,nan,nan,0.34
3/16/93,4:03:35 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,344,148,312,0,0.79,1237,nan
3/16/93,4:04:04 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,345,148,312,0,nan,nan,0.15
3/16/93,4:04:05 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,345,148,313,0,1.09,30,nan
3/16/93,4:04:25 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,346,148,313,0,nan,nan,0.2
3/16/93,4:04:28 AM,1.16.3,FR1,0,4.06,2,1,Pellet,Left,346,148,314,0,0.48,23,nan
3/16/93,4:04:58 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,347,148,314,0,nan,nan,0.04
3/16/93,4:04:59 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,347,148,315,0,0.36,31,nan
3/16/93,4:05:24 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,348,148,315,0,nan,nan,0.12
3/16/93,4:05:25 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,348,148,316,0,0.91,26,nan
3/16/93,4:05:56 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,349,148,316,0,nan,nan,0.19
3/16/93,4:05:57 AM,1.16.3,FR1,0,4.06,1,1,Pellet,Left,349,148,317,0,0.36,32,nan
3/16/93,4:06:15 AM,1.16.3,FR1,0,4.06,nan,1,Left,Left,350,148,317,0,nan,nan,0.08
3/16/93,4:06:17 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,350,148,318,0,0.42,20,nan
3/16/93,4:53:49 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,351,148,318,0,nan,nan,0.41
3/16/93,4:53:51 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,351,148,319,0,1.58,2854,nan
3/16/93,4:54:15 AM,1.16.3,FR1,0,4.07,nan,1,Left,Left,352,148,319,0,nan,nan,0.27
3/16/93,4:54:17 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,352,148,320,0,0.73,26,nan
3/16/93,4:56:22 AM,1.16.3,FR1,0,4.05,nan,1,Right,Left,352,149,320,0,nan,nan,0.02
3/16/93,5:31:02 AM,1.16.3,FR1,0,4.06,nan,1,Right,Left,352,150,320,0,nan,nan,0.04
3/16/93,5:31:05 AM,1.16.3,FR1,0,4.05,nan,1,Right,Left,352,151,320,0,nan,nan,1.14
3/16/93,5:31:13 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,353,151,320,0,nan,nan,0.06
3/16/93,5:31:13 AM,1.16.3,FR1,0,4.05,nan,1,LeftDuringDispense,Left,354,151,320,0,nan,nan,0.05
3/16/93,5:31:14 AM,1.16.3,FR1,0,4.05,nan,1,LeftDuringDispense,Left,355,151,320,0,nan,nan,0.22
3/16/93,5:31:17 AM,1.16.3,FR1,0,4.05,nan,1,LeftDuringDispense,Left,356,151,320,0,nan,nan,0.32
3/16/93,5:31:18 AM,1.16.3,FR1,0,4.05,2,1,Pellet,Left,356,151,321,0,1.52,2221,nan
3/16/93,5:31:47 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,357,151,321,0,nan,nan,0.25
3/16/93,5:31:48 AM,1.16.3,FR1,0,4.05,2,1,Pellet,Left,357,151,322,0,0.48,30,nan
3/16/93,5:41:53 AM,1.16.3,FR1,0,4.05,nan,1,Right,Left,357,152,322,0,nan,nan,0.45
3/16/93,5:41:56 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,358,152,322,0,nan,nan,0.24
3/16/93,5:41:56 AM,1.16.3,FR1,0,4.04,nan,1,LeftDuringDispense,Left,359,152,322,0,nan,nan,0.02
3/16/93,5:42:00 AM,1.16.3,FR1,0,4.05,2,1,Pellet,Left,359,152,323,0,0.48,612,nan
3/16/93,5:42:19 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,360,152,323,0,nan,nan,0
3/16/93,5:42:20 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,360,152,324,0,0.61,20,nan
3/16/93,5:42:39 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,361,152,324,0,nan,nan,0.23
3/16/93,5:42:40 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,361,152,325,0,0.48,20,nan
3/16/93,5:43:04 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,362,152,325,0,nan,nan,0.26
3/16/93,5:43:05 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,362,152,326,0,0.36,25,nan
3/16/93,5:43:23 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,363,152,326,0,nan,nan,0.28
3/16/93,5:43:24 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,363,152,327,0,0.73,19,nan
3/16/93,5:43:44 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,364,152,327,0,nan,nan,0.1
3/16/93,5:43:45 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,364,152,328,0,0.42,21,nan
3/16/93,5:44:03 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,365,152,328,0,nan,nan,0
3/16/93,5:44:05 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,365,152,329,0,0.61,20,nan
3/16/93,5:44:29 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,366,152,329,0,nan,nan,0.19
3/16/93,5:44:30 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,366,152,330,0,0.55,25,nan
3/16/93,5:44:46 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,367,152,330,0,nan,nan,0.02
3/16/93,5:44:48 AM,1.16.3,FR1,0,4.05,1,1,Pellet,Left,367,152,331,0,0.67,18,nan
3/16/93,6:37:46 AM,1.16.3,FR1,0,4.05,nan,1,Left,Left,368,152,331,0,nan,nan,0.05
