Mice,Accuracy
B1M1,87.96296296296296
B1M2,81.42857142857143
B1M3,70.39274924471299
B4M1,80.4635761589404
B4M2,98.00443458980045
B4M3,78.38983050847457
B4M4,87.53709198813057
B6M1,78.0327868852459
B6M2,68.40796019900498
B6M3,70.86614173228347
B6M4,88.52459016393442
B8M1,92.25092250922509
B8M2,74.75538160469667
B8M3,90.17543859649123
