MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Pellet_Count_Adj,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-04-01 07:21:58,1.11.0,FR1_R,0,4.11,1,1,Right,Right,,0,,1,,0,0,,,0.04,,
2023-04-01 07:22:15,1.11.0,FR1_R,0,4.11,4,1,RightWithPellet,Right,,0,,2,,0,0,,,0.11,,
2023-04-01 07:22:16,1.11.0,FR1_R,0,4.1,4,1,RightWithPellet,Right,,0,,3,,0,0,,,0.33,,
2023-04-01 07:23:30,1.11.0,FR1_R,0,4.1,4,1,RightWithPellet,Right,,0,,4,,0,0,,,0.11,,
2023-04-01 07:24:34,1.11.0,FR1_R,0,4.11,4,1,RightWithPellet,Right,,0,,5,,0,0,,,0.05,,
2023-04-01 07:25:49,1.11.0,FR1_R,0,4.1,4,1,LeftWithPellet,Right,,1,,5,,0,0,,,0.25,,
2023-04-01 07:27:10,1.11.0,FR1_R,0,4.11,4,1,LeftWithPellet,Right,,2,,5,,0,0,,,0.03,,
2023-04-01 07:28:54,1.11.0,FR1_R,0,4.11,4,1,RightWithPellet,Right,,2,,6,,0,0,,,0.05,,
2023-04-01 07:31:12,1.11.0,FR1_R,0,4.1,4,1,Pellet,Right,0.0,2,1.0,6,,1,0,Timed_out,,,0.00485436893203884,1.0
2023-04-01 07:41:20,1.11.0,FR1_R,0,4.11,1,1,Right,Right,0.0,2,2.0,7,,1,0,,,0.08,0.00485436893203884,1.0
2023-04-01 07:45:47,1.11.0,FR1_R,0,4.1,2,1,LeftWithPellet,Right,1.0,3,2.0,7,,1,0,,,0.07,0.00485436893203884,0.666666666666667
