MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Pellet_Count_Adj,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-03-26 09:51:31,1.11.0,FR1,0,4.09,3,1,Pellet,Left,1,1,0,0,0,1,0,Timed_out,,,0.00452488687782805,1.0
2023-03-26 11:12:24,1.11.0,FR1,0,4.09,1,1,Right,Left,1,1,1,1,0,1,0,,,0.03,0.00452488687782805,0.5
2023-03-26 11:12:49,1.11.0,FR1,0,4.09,1,1,Left,Left,2,2,1,1,0,1,0,,,0.63,0.00452488687782805,0.666666666666667
2023-03-26 11:14:36,1.11.0,FR1,0,4.09,4,1,RightWithPellet,Left,2,2,2,2,0,1,0,,,0.05,0.00452488687782805,0.5
2023-03-26 11:14:41,1.11.0,FR1,0,4.09,4,1,LeftWithPellet,Left,3,3,2,2,0,1,0,,,0.02,0.00452488687782805,0.6
2023-03-26 11:14:47,1.11.0,FR1,0,4.09,4,1,LeftWithPellet,Left,4,4,2,2,0,1,0,,,0.03,0.00452488687782805,0.666666666666667
2023-03-26 11:15:55,1.11.0,FR1,0,4.09,4,1,Pellet,Left,4,4,2,2,1,2,0,Timed_out,5065.0,,0.00904977375565611,0.666666666666667
2023-03-26 11:17:59,1.11.0,FR1,0,4.09,1,1,Right,Left,4,4,3,3,1,2,0,,,0.25,0.00904977375565611,0.571428571428571
2023-03-26 11:18:58,1.11.0,FR1,0,4.09,1,1,Right,Left,4,4,4,4,1,2,0,,,0.08,0.00904977375565611,0.5
2023-03-26 11:20:46,1.11.0,FR1,0,4.09,1,1,Left,Left,5,5,4,4,1,2,0,,,0.16,0.00904977375565611,0.555555555555556
2023-03-26 11:21:13,1.11.0,FR1,0,4.09,2,1,LeftWithPellet,Left,6,6,4,4,1,2,0,,,0.25,0.00904977375565611,0.6
2023-03-26 11:21:38,1.11.0,FR1,0,4.09,2,1,Pellet,Left,6,6,4,4,2,3,0,51.56,343.0,,0.0135746606334842,0.6
2023-03-26 11:22:57,1.11.0,FR1,0,4.09,1,1,Left,Left,7,7,4,4,2,3,0,,,0.04,0.0135746606334842,0.636363636363636
2023-03-26 11:23:00,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,8,8,4,4,2,3,0,,,0.07,0.0135746606334842,0.666666666666667
2023-03-26 11:23:05,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,9,9,4,4,2,3,0,,,0.42,0.0135746606334842,0.692307692307692
2023-03-26 11:23:10,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,10,10,4,4,2,3,0,,,0.14,0.0135746606334842,0.714285714285714
2023-03-26 11:23:15,1.11.0,FR1,0,4.08,1,1,LeftWithPellet,Left,11,11,4,4,2,3,0,,,0.02,0.0135746606334842,0.733333333333333
2023-03-26 11:23:19,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,12,12,4,4,2,3,0,,,0.28,0.0135746606334842,0.75
2023-03-26 11:23:21,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,13,13,4,4,2,3,0,,,0.21,0.0135746606334842,0.764705882352941
2023-03-26 11:23:43,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,14,14,4,4,2,3,0,,,0.0,0.0135746606334842,0.777777777777778
2023-03-26 11:23:51,1.11.0,FR1,0,4.09,1,1,Pellet,Left,14,14,4,4,3,4,0,53.17,133.0,,0.0180995475113122,0.777777777777778
2023-03-26 11:24:19,1.11.0,FR1,0,4.09,1,1,Left,Left,15,15,4,4,3,4,0,,,0.03,0.0180995475113122,0.789473684210526
2023-03-26 11:27:53,1.11.0,FR1,0,4.09,1,1,LeftWithPellet,Left,16,16,4,4,3,4,0,,,0.07,0.0180995475113122,0.8
2023-03-26 11:29:00,1.11.0,FR1,0,4.09,1,1,Pellet,Left,16,16,4,4,4,5,0,Timed_out,309.0,,0.0226244343891403,0.8
2023-03-26 11:32:55,1.11.0,FR1,0,4.09,1,1,Left,Left,17,17,4,4,4,5,0,,,0.0,0.0226244343891403,0.80952380952381
2023-03-26 11:34:12,1.11.0,FR1,0,4.09,1,1,Pellet,Left,17,17,4,4,5,6,0,Timed_out,312.0,,0.0271493212669683,0.80952380952381
2023-03-26 11:38:52,1.11.0,FR1,0,4.09,1,1,Right,Left,17,17,5,5,5,6,0,,,0.06,0.0271493212669683,0.772727272727273
2023-03-26 11:39:04,1.11.0,FR1,0,4.09,1,1,Left,Left,18,18,5,5,5,6,0,,,0.17,0.0271493212669683,0.782608695652174
2023-03-26 11:44:00,1.11.0,FR1,0,4.09,1,1,Pellet,Left,18,18,5,5,6,7,0,Timed_out,588.0,,0.0316742081447964,0.782608695652174
2023-03-26 11:50:25,1.11.0,FR1,0,4.09,1,1,Left,Left,19,19,5,5,6,7,0,,,0.05,0.0316742081447964,0.791666666666667
2023-03-26 11:50:44,1.11.0,FR1,0,4.08,1,1,Pellet,Left,19,19,5,5,7,8,0,17.84,404.0,,0.0361990950226244,0.791666666666667
2023-03-26 11:58:09,1.11.0,FR1,0,4.09,1,1,Left,Left,20,20,5,5,7,8,0,,,0.04,0.0361990950226244,0.8
2023-03-26 12:00:04,1.11.0,FR1,0,4.09,1,1,Pellet,Left,20,20,5,5,8,9,0,Timed_out,560.0,,0.0407239819004525,0.8
2023-03-26 12:00:30,1.11.0,FR1,0,4.09,1,1,Right,Left,20,20,6,6,8,9,0,,,0.08,0.0407239819004525,0.769230769230769
2023-03-26 12:03:11,1.11.0,FR1,0,4.09,1,1,Right,Left,20,20,7,7,8,9,0,,,0.05,0.0407239819004525,0.740740740740741
2023-03-26 12:03:17,1.11.0,FR1,0,4.09,1,1,Right,Left,20,20,8,8,8,9,0,,,0.0,0.0407239819004525,0.714285714285714
2023-03-26 12:03:46,1.11.0,FR1,0,4.08,1,1,Right,Left,20,20,9,9,8,9,0,,,0.14,0.0407239819004525,0.689655172413793
2023-03-26 12:06:32,1.11.0,FR1,0,4.09,1,1,Right,Left,20,20,10,10,8,9,0,,,0.07,0.0407239819004525,0.666666666666667
2023-03-26 12:08:50,1.11.0,FR1,0,4.09,1,1,Right,Left,20,20,11,11,8,9,0,,,0.0,0.0407239819004525,0.645161290322581
