MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Unnamed: 13,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-07-10 08:04:32,1.16.3,FR1,0,4.05,,1,Right,Left,,0,,1,,0,0,,,0.41,,
2023-07-10 08:36:55,1.16.3,FR1,0,4.06,,1,Right,Left,,0,,2,,0,0,,,0.05,,
2023-07-10 08:46:12,1.16.3,FR1,0,4.05,,1,Right,Left,,0,,3,,0,0,,,0.01,,
2023-07-10 08:50:07,1.16.3,FR1,0,4.05,,1,Left,Left,,1,,3,,0,0,,,0.63,,
2023-07-10 08:50:07,1.16.3,FR1,0,4.06,,1,LeftDuringDispense,Left,,2,,3,,0,0,,,0.01,,
2023-07-10 08:56:08,1.16.3,FR1,0,4.06,5.0,1,Pellet,Left,1.0,2,0.0,3,,1,0,Timed_out,,,0.00487804878048781,1.0
2023-07-10 09:01:47,1.16.3,FR1,0,4.06,,1,Left,Left,2.0,3,0.0,3,,1,0,,,0.04,0.00487804878048781,1.0
2023-07-10 09:01:47,1.16.3,FR1,0,4.05,,1,LeftDuringDispense,Left,3.0,4,0.0,3,,1,0,,,0.09,0.00487804878048781,1.0
2023-07-10 09:02:47,1.16.3,FR1,0,4.05,,1,LeftWithPellet,Left,4.0,5,0.0,3,,1,0,,,0.57,0.00487804878048781,1.0
2023-07-10 09:02:50,1.16.3,FR1,0,4.06,,1,LeftWithPellet,Left,5.0,6,0.0,3,,1,0,,,0.59,0.00487804878048781,1.0
2023-07-10 09:02:58,1.16.3,FR1,0,4.05,2.0,1,Pellet,Left,5.0,6,0.0,3,,2,0,Timed_out,410.0,,0.00975609756097561,1.0
