MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count_Adj,Left_Poke_Count,Right_Poke_Count_Adj,Right_Poke_Count,Unnamed: 13,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time,Cum_Sum,Percent_Correct
2023-04-01 09:25:21,1.11.0,FR1,0,3.91,1,1,Left,Left,,1,,0,,0,0,,,0.05,,
2023-04-01 09:25:39,1.11.0,FR1,0,3.91,2,1,LeftWithPellet,Left,,2,,0,,0,0,,,0.02,,
2023-04-01 09:26:42,1.11.0,FR1,0,3.91,2,1,RightWithPellet,Left,,2,,1,,0,0,,,0.1,,
2023-04-01 09:29:02,1.11.0,FR1,0,3.91,2,1,RightWithPellet,Left,,2,,2,,0,0,,,0.46,,
2023-04-01 09:30:47,1.11.0,FR1,0,3.91,2,1,LeftWithPellet,Left,,3,,2,,0,0,,,0.12,,
2023-04-01 09:30:54,1.11.0,FR1,0,3.91,2,1,RightWithPellet,Left,,3,,3,,0,0,,,0.05,,
2023-04-01 09:33:19,1.11.0,FR1,0,3.91,2,1,RightWithPellet,Left,,3,,4,,0,0,,,0.09,,
2023-04-01 09:36:04,1.11.0,FR1,0,3.91,2,1,RightWithPellet,Left,,3,,5,,0,0,,,0.02,,
2023-04-01 09:41:47,1.11.0,FR1,0,3.91,2,1,RightWithPellet,Left,,3,,6,,0,0,,,0.02,,
2023-04-01 09:43:37,1.11.0,FR1,0,3.91,2,1,Pellet,Left,1.0,3,0.0,6,,1,0,Timed_out,,,0.00555555555555556,1.0
2023-04-01 09:46:14,1.11.0,FR1,0,3.91,1,1,Right,Left,1.0,3,1.0,7,,1,0,,,0.13,0.00555555555555556,0.5
2023-04-01 09:46:31,1.11.0,FR1,0,3.91,1,1,Left,Left,2.0,4,1.0,7,,1,0,,,0.06,0.00555555555555556,0.666666666666667
2023-04-01 09:46:57,1.11.0,FR1,0,3.91,1,1,Pellet,Left,2.0,4,1.0,7,,2,0,25.23,200.0,,0.0111111111111111,0.666666666666667
